PeakID (cmd=annotatePeaks.pl 4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_merged.narrowPeak hg19 -ann /data_b/tools/homer2/data/genomes/hg19/annotations/custom/utr5_exons_utr3_introns_intergenic_sorted_table.file -annStats 4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_merged_annStats.tsv)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_3335	chr19	42343838	42343887	+	27	NA	intron (NM_001291419, intron 1 of 4)	L1MEc|LINE|L1	3932	NM_001291419	147719	Hs.98660	NM_173506	ENSG00000273111	LYPD4	SMR	LY6/PLAUR domain containing 4	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_4598	chr3	172468524	172468627	+	27	NA	5' UTR (NM_001258315, exon 1 of 25)	promoter-TSS (NM_001258315)	100	NM_001258315	1894	Hs.518299	NM_018098	ENSG00000114346	ECT2	ARHGEF31	epithelial cell transforming 2	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_50	chr1	15853364	15853526	+	27	NA	5' UTR (NM_015291, exon 1 of 15)	non-coding (NR_109898, exon 1 of 15)	137	NM_015291	23341	Hs.655410	NM_015291	ENSG00000116138	DNAJC16	-	DnaJ (Hsp40) homolog, subfamily C, member 16	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_1357	chr12	4791390	4791439	+	27	NA	exon (NM_005002, exon 9 of 11)	exon (NM_005002, exon 9 of 11)	33150	NM_005002	4704	Hs.75227	NM_005002		NDUFA9	CC6|CI-39k|CI39k|NDUFS2L|SDR22E1	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 9, 39kDa	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_4816	chr4	124106357	124106406	+	27	NA	intron (NM_145207, intron 14 of 15)	MIRb|SINE|MIR	-211569	NM_199327	10252	Hs.744854	NM_005841	ENSG00000164056	SPRY1	hSPRY1	sprouty RTK signaling antagonist 1	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_2310	chr16	222875	222924	+	27	NA	5' UTR (NM_000517, exon 1 of 3)	promoter-TSS (NM_000517)	53	NM_000517	3040	Hs.449630	NM_000517	ENSG00000188536	HBA2	HBA-T2|HBH	hemoglobin, alpha 2	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_5505	chr6	62511307	62511356	+	27	NA	intron (NM_152688, intron 6 of 8)	L2b|LINE|L2	227323	NM_001190706	100463487		NM_001190706		MTRNR2L9	HN9	MT-RNR2-like 9	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_4304	chr3	9357690	9357739	+	27	NA	Intergenic--2891	Intergenic	-47003	NM_015453	25917	Hs.443081	NM_015453	ENSG00000134077	THUMPD3	-	THUMP domain containing 3	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_501	chr1	175439511	175439560	+	27	NA	intron (NM_003285, intron 2 of 22)	intron (NM_003285, intron 2 of 22)	273217	NM_003285	7143	Hs.659864	NM_003285	ENSG00000116147	TNR	TN-R	tenascin R	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_5138	chr5	132076635	132076684	+	27	NA	Intergenic--5016	5S|rRNA|rRNA	-3389	NM_007054	11127	Hs.43670	NM_007054	ENSG00000131437	KIF3A	FLA10|KLP-20	kinesin family member 3A	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_3331	chr19	41807439	41807488	+	27	NA	exon (NM_144732, exon 11 of 15)	exon (NM_144732, exon 11 of 15)	-8631	NM_052848	90324	Hs.437497	NM_052848	ENSG00000142039	CCDC97	-	coiled-coil domain containing 97	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_5544	chr6	106281056	106281105	+	27	NA	Intergenic--5985	AluSx|SINE|Alu	-253115	NM_001198	639	Hs.436023	NM_001198	ENSG00000057657	PRDM1	BLIMP1|PRDI-BF1	PR domain containing 1, with ZNF domain	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_2430	chr16	28565269	28565319	+	27	NA	5' UTR (NM_138414, exon 1 of 10)	promoter-TSS (NM_138414)	45	NM_138414	112869	Hs.655476	NM_138414	ENSG00000176476	SGF29	CCDC101|STAF36	SAGA complex associated factor 29	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_5423	chr7	72856010	72856059	+	27	NA	intron (NM_032408, intron 19 of 19)	intron (NM_032408, intron 19 of 19)	7925	NM_003508	8326	Hs.647029	NM_003508	ENSG00000188763	FZD9	CD349|FZD3	frizzled class receptor 9	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_6054	chr8	33356833	33356882	+	27	NA	3' UTR (NM_032509, exon 10 of 10)	3' UTR (NM_032509, exon 10 of 10)	13846	NM_025115	80185	Hs.77135	NM_025115	ENSG00000129696	TTI2	C8orf41|MRT39	TELO2 interacting protein 2	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_704	chr10	5838756	5838805	+	27	NA	exon (NM_001115156, exon 3 of 10)	exon (NM_001115156, exon 3 of 10)	16732	NM_001115156	2665	Hs.299055	NM_001494	ENSG00000057608	GDI2	HEL-S-46e|RABGDIB	GDP dissociation inhibitor 2	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_768	chr10	56794716	56794765	+	27	NA	Intergenic--8807	Intergenic	-233689	NM_001142767	65217	Hs.280209	NM_033056	ENSG00000150275	PCDH15	CDHR15|DFNB23|USH1F	protocadherin-related 15	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_6607	chrX	69533403	69533452	+	27	NA	intron (NM_012310, intron 7 of 30)	intron (NM_012310, intron 7 of 30)	23548	NM_012310	24137	Hs.648326	NM_012310	ENSG00000090889	KIF4A	KIF4|KIF4G1|MRX100	kinesin family member 4A	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_2942	chr17	78142386	78142435	+	27	NA	Intergenic--14159	Intergenic	-1381	NR_047566	79092	Hs.675480	NM_024110	ENSG00000141527	CARD14	BIMP2|CARMA2|PRP|PSORS2|PSS1	caspase recruitment domain family, member 14	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_3962	chr20	14189282	14189331	+	27	NA	intron (NM_080676, intron 3 of 16)	intron (NM_080676, intron 3 of 16)	129007	NM_013281	23767	Hs.41296	NM_013281	ENSG00000125848	FLRT3	HH21	fibronectin leucine rich transmembrane protein 3	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_1385	chr12	9144860	9144909	+	27	NA	exon (NM_005810, exon 2 of 5)	exon (NM_005810, exon 2 of 5)	2663	NM_005810	10219	Hs.558446	NM_005810		KLRG1	2F1|CLEC15A|MAFA|MAFA-2F1|MAFA-L|MAFA-LIKE	killer cell lectin-like receptor subfamily G, member 1	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_191	chr1	44984719	44984768	+	27	NA	intron (NM_018150, intron 2 of 14)	L2c|LINE|L2	-26422	NR_049849	100847089		NR_049849	ENSG00000263381	MIR5584	-	microRNA 5584	ncRNA
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_1749	chr13	32889647	32889696	+	27	NA	5' UTR (NM_000059, exon 1 of 27)	promoter-TSS (NM_000059)	54	NM_000059	675	Hs.34012	NM_000059	ENSG00000139618	BRCA2	BRCC2|BROVCA2|FACD|FAD|FAD1|FANCD|FANCD1|GLM3|PNCA2|XRCC11	breast cancer 2, early onset	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_3690	chr2	120003336	120003385	+	27	NA	exon (NM_018234, exon 3 of 6)	exon (NM_018234, exon 3 of 6)	3287	NR_046721	100874111	Hs.704682	NR_046721	ENSG00000229867	STEAP3-AS1	-	STEAP3 antisense RNA 1	ncRNA
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_5728	chr7	33501069	33501118	+	27	NA	intron (NM_014451, intron 17 of 20)	intron (NM_014451, intron 17 of 20)	331941	NM_014451	27241	Hs.372360	NM_014451	ENSG00000122507	BBS9	B1|C18|D1|PTHB1	Bardet-Biedl syndrome 9	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_2385	chr16	14275183	14275232	+	27	NA	intron (NM_001308142, intron 3 of 16)	intron (NM_001308142, intron 3 of 16)	110036	NM_001308142	57496	Hs.49143	NM_014048	ENSG00000186260	MKL2	MRTF-B|MRTFB|NPD001	MKL/myocardin-like 2	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_3989	chr20	30855419	30855468	+	27	NA	Intergenic--15827	AluSq|SINE|Alu	-10011	NM_004798	9371	Hs.369670	NM_004798	ENSG00000101350	KIF3B	FLA8|HH0048|KLP-11	kinesin family member 3B	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_4330	chr3	15643295	15643357	+	27	NA	5' UTR (NM_000060, exon 1 of 4)	promoter-TSS (NR_104315)	33	NR_104315	26061	Hs.63290	NM_012260	ENSG00000131373	HACL1	2-HPCL|HPCL|HPCL2|PHYH2	2-hydroxyacyl-CoA lyase 1	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_6359	chr9	109697813	109697862	+	27	NA	exon (NM_021224, exon 6 of 13)	exon (NM_021224, exon 6 of 13)	72459	NM_021224	58499	Hs.370379	NM_021224	ENSG00000148143	ZNF462	Zfp462	zinc finger protein 462	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_2004	chr14	68552132	68552181	+	27	NA	intron (NM_133510, intron 7 of 10)	L2|LINE|L2	265660	NM_002877	5890	Hs.172587	NM_002877	ENSG00000182185	RAD51B	R51H2|RAD51L1|REC2	RAD51 paralog B	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_6337	chr9	101867424	101867473	+	27	NA	5' UTR (NM_004612, exon 1 of 9)	promoter-TSS (NM_004612)	77	NM_001130916	7046	Hs.494622	NM_004612	ENSG00000106799	TGFBR1	AAT5|ACVRLK4|ALK-5|ALK5|ESS1|LDS1|LDS1A|LDS2A|MSSE|SKR4|TGFR-1|tbetaR-I	transforming growth factor, beta receptor 1	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_4521	chr3	127682450	127682499	+	27	NA	intron (NM_207335, intron 4 of 4)	5S|rRNA|rRNA	40572	NM_207335	166348	Hs.132087	NM_207335	ENSG00000187715	KBTBD12	KLHDC6	kelch repeat and BTB (POZ) domain containing 12	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_1765	chr13	42846262	42846342	+	27	NA	5' UTR (NM_016248, exon 1 of 13)	promoter-TSS (NM_016248)	13	NM_016248	11215	Hs.105105	NM_016248	ENSG00000023516	AKAP11	AKAP-11|AKAP220|PPP1R44|PRKA11	A kinase (PRKA) anchor protein 11	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_6226	chr9	2186127	2186176	+	27	NA	exon (NM_003070, exon 32 of 34)	exon (NM_003070, exon 32 of 34)	27695	NM_001289400	6595	Hs.298990	NM_003070	ENSG00000080503	SMARCA2	BAF190|BRM|NCBRS|SNF2|SNF2L2|SNF2LA|SWI2|Sth1p|hBRM|hSNF2a	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_6334	chrX	117250474	117250523	+	27	NA	5' UTR (NM_001168303, exon 1 of 7)	5' UTR (NM_001168303, exon 1 of 7)	330	NM_001168302	90293	Hs.348262	NM_033495	ENSG00000003096	KLHL13	BKLHD2	kelch-like family member 13	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_3019	chr18	28992834	28992883	+	27	NA	exon (NM_177986, exon 16 of 16)	exon (NM_177986, exon 16 of 16)	14093	NR_110788	101927718	Hs.625473	NR_110788	ENSG00000266729	DSG1-AS1	-	DSG1 antisense RNA 1	ncRNA
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_4606	chr5	40829003	40829052	+	27	NA	non-coding (NR_037665, exon 1 of 1)	non-coding (NR_037665, exon 1 of 1)	217	NR_037665	100506548	Hs.80545	NR_037665		LOC100506548	-	uncharacterized LOC100506548	ncRNA
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_1030	chr11	21774181	21774230	+	27	NA	Intergenic--9498	LTR12C|LTR|ERV1	-440517	NM_213599	203859	Hs.154329	NM_213599	ENSG00000171714	ANO5	GDD1|LGMD2L|TMEM16E	anoctamin 5	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_4579	chr3	159161827	159161876	+	27	NA	intron (NM_001197108, intron 1 of 6)	LTR16C|LTR|ERVL	161416	NR_037483	100500803		NR_037483	ENSG00000263634	MIR3919	-	microRNA 3919	ncRNA
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_18	chr1	9298266	9298315	+	27	NA	intron (NM_004285, intron 1 of 4)	L2a|LINE|L2	-1613	NM_001282587	9563	Hs.463511	NM_004285	ENSG00000049239	H6PD	CORTRD1|G6PDH|GDH	hexose-6-phosphate dehydrogenase (glucose 1-dehydrogenase)	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_1605	chr12	79129876	79129925	+	27	NA	Intergenic--10853	Intergenic	-127873	NM_001135805	6857	Hs.310545	NM_005639	ENSG00000067715	SYT1	P65|SVP65|SYT	synaptotagmin I	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_5095	chr5	108830463	108830512	+	27	NA	Intergenic--4918	AluSz|SINE|Alu	-84812	NM_014819	9867	Hs.483036	NM_014819	ENSG00000198961	PJA2	Neurodap1|RNF131	praja ring finger 2, E3 ubiquitin protein ligase	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_4289	chr22	50356364	50356460	+	27	NA	exon (NM_001001852, exon 5 of 6)	promoter-TSS (NR_106879)	-102	NR_106879	102465493		NR_106879	ENSG00000276753	MIR6821	hsa-mir-6821	microRNA 6821	ncRNA
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_6231	chr9	6639129	6639178	+	27	NA	intron (NM_000170, intron 2 of 24)	intron (NM_000170, intron 2 of 24)	6539	NM_000170	2731	Hs.584238	NM_000170	ENSG00000178445	GLDC	GCE|GCSP|HYGN1	glycine dehydrogenase (decarboxylating)	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_210	chr1	50850197	50850246	+	27	NA	Intergenic--535	L1MA6|LINE|L1	38898	NM_032110	63950	Hs.334481	NM_032110	ENSG00000142700	DMRTA2	-	DMRT-like family A2	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_4752	chr4	77479458	77479507	+	27	NA	intron (NM_020859, intron 2 of 10)	MIRb|SINE|MIR	-15239	NR_039654	100616299		NR_039654	ENSG00000263445	MIR4450	mir-4450	microRNA 4450	ncRNA
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_1249	chr11	75479797	75479846	+	27	NA	5' UTR (NM_032564, exon 1 of 8)	promoter-TSS (NM_032564)	43	NM_032564	84649	Hs.129798	NM_032564	ENSG00000062282	DGAT2	ARAT|GS1999FULL|HMFN1045	diacylglycerol O-acyltransferase 2	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_5334	chr6	20899054	20899103	+	27	NA	intron (NM_017774, intron 9 of 15)	intron (NM_017774, intron 9 of 15)	364390	NM_017774	54901	Hs.657604	NM_017774	ENSG00000145996	CDKAL1	-	CDK5 regulatory subunit associated protein 1-like 1	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_1463	chr12	56563942	56563991	+	27	NA	exon (NM_001130420, exon 23 of 30)	exon (NM_001130420, exon 23 of 30)	11921	NM_079423	4637	Hs.632717	NM_021019	ENSG00000092841	MYL6	ESMLC|LC17|LC17-GI|LC17-NM|LC17A|LC17B|MLC-3|MLC1SM|MLC3NM|MLC3SM	myosin light chain 6	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_2065	chr14	92492946	92492995	+	27	NA	intron (NM_004239, intron 2 of 20)	intron (NM_004239, intron 2 of 20)	13433	NM_004239	9321	Hs.632339	NM_004239	ENSG00000100815	TRIP11	ACG1A|CEV14|GMAP-210|GMAP210|TRIP-11|TRIP230	thyroid hormone receptor interactor 11	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_1464	chr12	31549325	31549374	+	27	NA	intron (NM_144973, intron 17 of 20)	U6|snRNA|snRNA	-70190	NM_001135812	58516	Hs.505154	NM_021238	ENSG00000139146	FAM60A	C12orf14|L4|TERA	family with sequence similarity 60, member A	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_6382	chr9	122831048	122831097	+	27	NA	Intergenic--8333	L1PA3|LINE|L1	133734	NR_132393	106146149	Hs.638938	NR_132393		LINC01613	n341773	long intergenic non-protein coding RNA 1613	ncRNA
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_372	chr1	146410308	146410357	+	27	NA	intron (NM_001278141, intron 18 of 36)	L1MB5|LINE|L1	36475	NM_001278141	149013	Hs.666981	NM_001278141	ENSG00000268043	NBPF12	COAS1|KIAA1245	neuroblastoma breakpoint family, member 12	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_3014	chr18	21594748	21594854	+	27	NA	5' UTR (NM_001243425, exon 1 of 2)	5' UTR (NM_001243425, exon 1 of 2)	417	NM_001135993	125488	Hs.128576	NM_153211	ENSG00000168234	TTC39C	C18orf17|HsT2697	tetratricopeptide repeat domain 39C	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_488	chr1	171753089	171753138	+	27	NA	exon (NM_015935, exon 2 of 8)	exon (NM_015935, exon 2 of 8)	2352	NM_014955	51603	Hs.494705	NM_014955	ENSG00000010165	METTL13	5630401D24Rik|CGI-01|KIAA0859|feat	methyltransferase like 13	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_5193	chr5	140166551	140166600	+	27	NA	exon (NM_031410, exon 1 of 1)	exon (NM_031410, exon 1 of 1)	854	NM_018900	56147	Hs.199343	NM_018900	ENSG00000204970	PCDHA1	PCDH-ALPHA1	protocadherin alpha 1	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_911	chr10	108563870	108563919	+	27	NA	intron (NM_001013031, intron 3 of 26)	intron (NM_001013031, intron 3 of 26)	360572	NM_001206572	114815	Hs.591915	NM_052918	ENSG00000108018	SORCS1	hSorCS	sortilin-related VPS10 domain containing receptor 1	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_2978	chr18	7649801	7649850	+	27	NA	intron (NM_002845, intron 1 of 30)	Tigger1|DNA|TcMar-Tigger	82511	NM_001105244	5797	Hs.49774	NM_002845	ENSG00000173482	PTPRM	PTPRL1|R-PTP-MU|RPTPM|RPTPU|hR-PTPu	protein tyrosine phosphatase, receptor type, M	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_4165	chr21	43685846	43685895	+	27	NA	intron (NM_207628, intron 4 of 16)	intron (NM_207628, intron 4 of 16)	45862	NM_207174	9619	Hs.124649	NM_004915	ENSG00000160179	ABCG1	ABC8|WHITE1	ATP binding cassette subfamily G member 1	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_5529	chr6	88321840	88321913	+	27	NA	exon (NM_181837, exon 8 of 20)	exon (NM_181837, exon 8 of 20)	22091	NM_001197259	23595	Hs.410228	NM_012381	ENSG00000135336	ORC3	LAT|LATHEO|ORC3L	origin recognition complex subunit 3	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_3506	chr2	29037165	29037214	+	27	NA	intron (NM_001142634, intron 1 of 6)	intron (NM_001142634, intron 1 of 6)	-1674	NM_001008779	245711	Hs.511956	NM_182756	ENSG00000163806	SPDYA	RINGO3|RINGOA|SPDY1|SPY1	speedy/RINGO cell cycle regulator family member A	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_2469	chr17	3912950	3912999	+	27	NA	exon (NM_015113, exon 53 of 55)	exon (NM_015113, exon 53 of 55)	-45216	NM_174958	489	Hs.513870	NM_005173	ENSG00000074370	ATP2A3	SERCA3	ATPase, Ca++ transporting, ubiquitous	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_2377	chr16	10878963	10879012	+	27	NA	intron (NM_001079512, intron 2 of 7)	AluSx1|SINE|Alu	33634	NM_001079512	780776	Hs.371576	NM_001079512	ENSG00000166676	TVP23A	FAM18A|YDR084C	trans-golgi network vesicle protein 23 homolog A (S. cerevisiae)	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_931	chr10	120593179	120593228	+	27	NA	Intergenic--9159	MER5B|DNA|hAT-Charlie	-78445	NM_153810	143384	Hs.420024	NM_153810		CACUL1	C10orf46|CAC1	CDK2-associated, cullin domain 1	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_5299	chr6	5013242	5013291	+	27	NA	intron (NR_126015, intron 1 of 3)	intron (NR_126015, intron 1 of 3)	-8969	NM_001286132	10799	Hs.511756	NM_006638	ENSG00000124787	RPP40	RNASEP1|bA428J1.3	ribonuclease P/MRP 40kDa subunit	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_4657	chr4	3057890	3057939	+	27	NA	Intergenic--3828	MER57A1|LTR|ERV1	-18323	NM_002111	3064	Hs.518450	NM_002111	ENSG00000197386	HTT	HD|IT15	huntingtin	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_3936	chr20	1099270	1099319	+	27	NA	5' UTR (NM_006814, exon 1 of 7)	promoter-TSS (NM_006814)	54	NM_006814	9491	Hs.471917	NM_006814	ENSG00000125818	PSMF1	PI31	proteasome inhibitor subunit 1	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_6193	chr8	126314667	126314716	+	27	NA	intron (NM_173685, intron 5 of 7)	L2a|LINE|L2	-127872	NM_025195	10221	Hs.444947	NM_025195	ENSG00000173334	TRIB1	C8FW|GIG-2|GIG2|SKIP1|TRB-1|TRB1	tribbles pseudokinase 1	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_100	chr1	27058067	27058116	+	27	NA	exon (NM_006015, exon 3 of 20)	exon (NM_006015, exon 3 of 20)	35569	NM_139135	8289	Hs.468972	NM_006015	ENSG00000117713	ARID1A	B120|BAF250|BAF250a|BM029|C1orf4|ELD|MRD14|OSA1|P270|SMARCF1|hELD|hOSA1	AT rich interactive domain 1A (SWI-like)	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_2033	chr14	75036760	75036809	+	27	NA	intron (NM_000428, intron 3 of 35)	intron (NM_000428, intron 3 of 35)	42250	NM_000428	4053	Hs.512776	NM_000428	ENSG00000119681	LTBP2	C14orf141|GLC3D|LTBP3|MSPKA|MSTP031|WMS3	latent transforming growth factor beta binding protein 2	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_6319	chr9	97063469	97063518	+	27	NA	exon (NM_001301275, exon 5 of 5)	exon (NM_001301275, exon 5 of 5)	27433	NM_017561	54754	Hs.648183	NM_017561	ENSG00000130950	NUTM2F	FAM22F|NUTMF	NUT family member 2F	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_1841	chr13	100211668	100211717	+	27	NA	exon (NM_004800, exon 16 of 17)	exon (NM_004800, exon 16 of 17)	-17674	NR_126390	104355149	Hs.639387	NR_126390		LINC01039	-	long intergenic non-protein coding RNA 1039	ncRNA
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_6617	chrX	70775094	70775233	+	27	NA	exon (NM_181673, exon 7 of 22)	exon (NM_181673, exon 7 of 22)	22251	NM_181672	8473	Hs.405410	NM_003605	ENSG00000147162	OGT	HINCUT-1|HRNT1|O-GLCNAC	O-linked N-acetylglucosamine (GlcNAc) transferase	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_1980	chr14	61073783	61073832	+	27	NA	Intergenic--11805	U3|snRNA|snRNA	-32127	NR_126480	104548971		NR_126480		SALRNA1	SAL-RNA1|XLOC_023166	senescence associated long non-coding RNA 1	ncRNA
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_6357	chr9	108890570	108890619	+	27	NA	Intergenic--8265	Intergenic	433788	NM_018112	55151	Hs.411925	NM_018112	ENSG00000095209	TMEM38B	C9orf87|D4Ertd89e|OI14|TRIC-B|TRICB|bA219P18.1	transmembrane protein 38B	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_5088	chr5	100107812	100107861	+	27	NA	Intergenic--4902	Intergenic	44433	NR_031686	100302288		NR_031686	ENSG00000221263	MIR548P	MIRN548P|hsa-mir-548p	microRNA 548p	ncRNA
