PeakID (cmd=annotatePeaks.pl 4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_merged.narrowPeak hg19 -ann /data_b/tools/homer2/data/genomes/hg19/annotations/custom/utr5_exons_utr3_introns_intergenic_sorted_table.file -annStats 4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_merged_annStats.tsv)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_1874	chr14	89029393	89029500	+	12	NA	5' UTR (NM_207660, exon 1 of 14)	promoter-TSS (NM_207661)	193	NM_001160104	79882	Hs.686171	NM_024824	ENSG00000100722	ZC3H14	MSUT-2|NY-REN-37|SUT2|UKp68	zinc finger CCCH-type containing 14	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_4530	chr5	70954074	70954123	+	12	NA	3' UTR (NM_022132, exon 17 of 17)	3' UTR (NM_022132, exon 17 of 17)	-60892	NM_004291	9607	Hs.1707	NM_004291	ENSG00000164326	CARTPT	CART	CART prepropeptide	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_3210	chr2	160815869	160815918	+	12	NA	intron (NM_007366, intron 20 of 29)	MER127|DNA|TcMar-Tigger	-54626	NM_002349	4065	Hs.153563	NM_002349	ENSG00000054219	LY75	CD205|CLEC13B|DEC-205|GP200-MR6|LY-75	lymphocyte antigen 75	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_870	chr11	2905925	2905974	+	12	NA	exon (NM_001122631, exon 2 of 4)	exon (NM_001122631, exon 2 of 4)	1046	NM_001122630	1028	Hs.106070	NM_000076	ENSG00000129757	CDKN1C	BWCR|BWS|KIP2|WBS|p57|p57Kip2	cyclin-dependent kinase inhibitor 1C (p57, Kip2)	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_172	chr1	44923794	44923843	+	12	NA	intron (NM_018150, intron 2 of 14)	AluJo|SINE|Alu	52858	NM_018150	55182	Hs.456557	NM_018150	ENSG00000187147	RNF220	C1orf164	ring finger protein 220	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_1956	chr15	64534056	64534105	+	12	NA	intron (NM_022048, intron 4 of 11)	L1MA4|LINE|L1	-78726	NM_000942	5479	Hs.434937	NM_000942	ENSG00000166794	PPIB	CYP-S1|CYPB|HEL-S-39|OI9|SCYLP	peptidylprolyl isomerase B (cyclophilin B)	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_3169	chr2	32800300	32800349	+	12	NA	exon (NM_016252, exon 66 of 74)	promoter-TSS (NR_125793)	-439	NR_125793	103752586	Hs.666092	NR_125793	ENSG00000279897	BIRC6-AS2	linc-birc6|megamind	BIRC6 antisense RNA 2	ncRNA
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_1375	chr12	50156898	50156947	+	12	NA	3' UTR (NM_001098576, exon 10 of 10)	3' UTR (NM_001098576, exon 10 of 10)	21330	NM_001098576	7009	Hs.743965	NM_003217	ENSG00000139644	TMBIM6	BAXI1|BI-1|TEGT	transmembrane BAX inhibitor motif containing 6	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_5173	chr7	141354953	141355002	+	12	NA	Intergenic	TTS (NM_018238)	46976	NM_001080392	57189	Hs.521240	NM_001080392	ENSG00000257093	KIAA1147	LCHN|PRO2561	KIAA1147	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_3282	chr2	201776870	201776919	+	12	NA	intron (NR_033915, intron 16 of 16)	L2b|LINE|L2	20253	NM_001142356	60491	Hs.145284	NM_021824	ENSG00000196290	NIF3L1	ALS2CR1|CALS-7|MDS015	NIF3 NGG1 interacting factor 3-like 1	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_5823	chrX	77096752	77096801	+	12	NA	exon (NM_032121, exon 8 of 10)	exon (NM_032121, exon 8 of 10)	54289	NM_032121	84061	Hs.323562	NM_032121	ENSG00000102158	MAGT1	IAP|MRX95|OST3B|PRO0756|XMEN|bA217H1.1	magnesium transporter 1	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_1706	chr14	45414871	45414920	+	12	NA	exon (NM_001308112, exon 2 of 5)	exon (NM_001308112, exon 2 of 5)	15440	NM_001308112	54813	Hs.550906	NM_017658	ENSG00000179454	KLHL28	BTBD5	kelch-like family member 28	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_3251	chr2	186860431	186860480	+	12	NA	Intergenic--2560	ERV3-16A3_I-int|LTR|ERVL	90589	NR_110218	101927217	Hs.130011	NR_110218	ENSG00000237877	LINC01473	-	long intergenic non-protein coding RNA 1473	ncRNA
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_3717	chr20	61281403	61281476	+	12	NA	intron (NM_016354, intron 1 of 11)	intron (NM_016354, intron 1 of 11)	7642	NM_016354	28231	Hs.235782	NM_016354	ENSG00000101187	SLCO4A1	OATP-E|OATP1|OATP4A1|OATPE|OATPRP1|POAT|SLC21A12	solute carrier organic anion transporter family, member 4A1	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_503	chr1	202508509	202508558	+	12	NA	intron (NM_032103, intron 6 of 11)	promoter-TSS (NM_001197131)	-709	NM_001197131	4660	Hs.444403	NM_002481	ENSG00000077157	PPP1R12B	MYPT2|PP1bp55	protein phosphatase 1, regulatory subunit 12B	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_4742	chr5	151183619	151183668	+	12	NA	exon (NM_005754, exon 12 of 12)	exon (NM_005754, exon 12 of 12)	-31906	NR_132345	100652758	Hs.587054	NM_001278082	ENSG00000275765	LOC100652758	-	uncharacterized LOC100652758	ncRNA
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_5669	chr9	127281836	127281885	+	12	NA	3' UTR (NM_033334, exon 10 of 10)	3' UTR (NM_033334, exon 10 of 10)	-12161	NM_004959	2516	Hs.495108	NM_004959	ENSG00000136931	NR5A1	AD4BP|ELP|FTZ1|FTZF1|POF7|SF-1|SF1|SPGF8|SRXY3	nuclear receptor subfamily 5, group A, member 1	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_1649	chr13	60982639	60982688	+	12	NA	intron (NM_001146070, intron 1 of 13)	THE1A-int|LTR|ERVL-MaLR	11236	NM_001146070	81550	Hs.525061	NM_030794	ENSG00000083544	TDRD3	-	tudor domain containing 3	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_1806	chr14	91960538	91960587	+	12	NA	intron (NM_001284280, intron 1 of 14)	intron (NM_001284280, intron 1 of 14)	16262	NM_001284281	55671	Hs.533887	NM_017936	ENSG00000100796	PPP4R3A	FLFL1|KIAA2010|MSTP033|PP4R3|PP4R3A|SMEK1|smk-1|smk1	protein phosphatase 4, regulatory subunit 3A	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_2008	chr15	64913822	64913871	+	12	NA	intron (NM_015042, intron 1 of 8)	AluJr|SINE|Alu	81634	NM_002537	4947	Hs.744924	NM_002537	ENSG00000180304	OAZ2	AZ2	ornithine decarboxylase antizyme 2	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_668	chr10	31669631	31669680	+	12	NA	intron (NM_001128128, intron 1 of 8)	intron (NM_001128128, intron 1 of 8)	59591	NM_001128128	6935	Hs.124503	NM_030751	ENSG00000148516	ZEB1	AREB6|BZP|DELTAEF1|FECD6|NIL2A|PPCD3|TCF8|ZFHEP|ZFHX1A	zinc finger E-box binding homeobox 1	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_438	chr1	171481202	171481251	+	12	NA	5' UTR (NM_015172, exon 2 of 34)	5' UTR (NM_015172, exon 2 of 34)	26560	NM_015172	23215	Hs.494614	NM_015172	ENSG00000117523	PRRC2C	BAT2-iso|BAT2D1|BAT2L2|XTP2	proline-rich coiled-coil 2C	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_4754	chr5	159854837	159854886	+	12	NA	exon (NM_001282383, exon 5 of 6)	exon (NM_001282383, exon 5 of 6)	5944	NM_001282382	9232	Hs.350966	NM_004219	ENSG00000164611	PTTG1	EAP1|HPTTG|PTTG|TUTR1	pituitary tumor-transforming 1	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_6065	chrX	70617175	70617224	+	12	NA	exon (NM_004606, exon 23 of 38)	exon (NM_004606, exon 23 of 38)	31110	NR_104389	6872	Hs.158560	NM_004606	ENSG00000147133	TAF1	BA2R|CCG1|CCGS|DYT3|DYT3/TAF1|KAT4|N-TAF1|NSCL2|OF|P250|TAF(II)250|TAF2A|TAFII-250|TAFII250|XDP	TAF1 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 250kDa	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_143	chr1	37959161	37959210	+	12	NA	non-coding (NR_073092, exon 9 of 9)	non-coding (NR_073092, exon 9 of 9)	7410	NR_049844	100847010		NR_049844	ENSG00000263675	MIR5581	-	microRNA 5581	ncRNA
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_2911	chr19	16435698	16435747	+	12	NA	5' UTR (NM_016270, exon 1 of 3)	promoter-TSS (NM_016270)	71	NM_016270	10365	Hs.744182	NM_016270	ENSG00000127528	KLF2	LKLF	Kruppel-like factor 2	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_757	chr10	94408061	94408110	+	12	NA	exon (NM_004523, exon 19 of 22)	exon (NM_004523, exon 19 of 22)	-41596	NM_002729	3087	Hs.118651	NM_002729	ENSG00000152804	HHEX	HEX|HMPH|HOX11L-PEN|PRH|PRHX	hematopoietically expressed homeobox	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_2107	chr16	23487505	23487554	+	12	NA	intron (NM_015044, intron 13 of 16)	intron (NM_015044, intron 13 of 16)	-23017	NM_153603	91949	Hs.185807	NM_153603	ENSG00000168434	COG7	CDG2E	component of oligomeric golgi complex 7	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_1437	chr12	56867769	56867818	+	12	NA	intron (NM_001280796, intron 12 of 17)	L2a|LINE|L2	5492	NM_207344	283377	Hs.128676	NM_207344		SPRYD4	-	SPRY domain containing 4	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_4199	chr5	6848370	6848419	+	12	NA	Intergenic--4586	7SK|RNA|RNA	-20360	NR_036242	100422999		NR_036242		MIR4278	-	microRNA 4278	ncRNA
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_4315	chr4	89618274	89618323	+	12	NA	3' UTR (NM_153757, exon 1 of 1)	3' UTR (NM_153757, exon 1 of 1)	725	NM_153757	266812	Hs.12554	NM_153757	ENSG00000177432	NAP1L5	DRLM	nucleosome assembly protein 1-like 5	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_2459	chr17	29164991	29165040	+	12	NA	intron (NM_024857, intron 3 of 22)	MER20|DNA|hAT-Charlie	6027	NM_024857	79915	Hs.528902	NM_024857	ENSG00000176208	ATAD5	C17orf41|ELG1|FRAG1	ATPase family, AAA domain containing 5	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_4804	chr6	106763042	106763091	+	12	NA	intron (NM_001286106, intron 2 of 7)	intron (NM_001286106, intron 2 of 7)	1075	NR_104403	9474	Hs.486063	NM_004849	ENSG00000057663	ATG5	APG5|APG5-LIKE|APG5L|ASP|hAPG5	autophagy related 5	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_3562	chr20	8272662	8272711	+	12	NA	intron (NM_182734, intron 2 of 32)	MamRep137|DNA|TcMar?	159774	NM_182734	23236	Hs.431173	NM_015192	ENSG00000182621	PLCB1	EIEE12|PI-PLC|PLC-154|PLC-I|PLC154|PLCB1A|PLCB1B	phospholipase C, beta 1 (phosphoinositide-specific)	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_1808	chr14	92270228	92270277	+	12	NA	intron (NM_152332, intron 3 of 11)	5S|rRNA|rRNA	32618	NM_001289134	123036	Hs.510262	NM_152332	ENSG00000165929	TC2N	C14orf47|C2CD1|MTAC2D1|Tac2-N	tandem C2 domains, nuclear	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_5212	chr8	17570593	17570642	+	12	NA	intron (NM_001001931, intron 3 of 11)	intron (NM_001001931, intron 3 of 11)	9113	NM_001001931	57509	Hs.7946	NM_020749	ENSG00000129422	MTUS1	ATBP|ATIP|ICIS|MP44|MTSG1	microtubule associated tumor suppressor 1	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_2647	chr17	75090408	75090457	+	12	NA	non-coding (NR_027058, exon 3 of 3)	non-coding (NR_027058, exon 3 of 3)	4933	NR_106997	102466864		NR_106997	ENSG00000281678	MIR6516	hsa-mir-6516	microRNA 6516	ncRNA
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_1401	chr12	91505191	91505260	+	12	NA	5' UTR (NM_002345, exon 1 of 3)	5' UTR (NM_002345, exon 1 of 3)	317	NM_002345	4060	Hs.406475	NM_002345		LUM	LDC|SLRR2D	lumican	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_3608	chr22	39148506	39148555	+	12	NA	exon (NM_001199579, exon 2 of 18)	exon (NM_001199579, exon 2 of 18)	2937	NM_001199580	25777	Hs.517622	NM_015374	ENSG00000100242	SUN2	UNC84B	Sad1 and UNC84 domain containing 2	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_1841	chr14	71448213	71448262	+	12	NA	intron (NM_001308160, intron 6 of 33)	intron (NM_001308160, intron 6 of 33)	74115	NM_014982	22990	Hs.446559	NM_014982	ENSG00000100731	PCNX	PCNXL1|pecanex	pecanex homolog (Drosophila)	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_3776	chr3	67636471	67636520	+	12	NA	intron (NM_003848, intron 2 of 10)	intron (NM_003848, intron 2 of 10)	68543	NM_001177599	8801	Hs.644919	NM_003848	ENSG00000172340	SUCLG2	GBETA	succinate-CoA ligase, GDP-forming, beta subunit	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_5891	chrX	132068271	132068320	+	12	NA	intron (NM_001077188, intron 3 of 5)	L1M4b|LINE|L1	27128	NM_147175	90161	Hs.385956	NM_147175	ENSG00000171004	HS6ST2	-	heparan sulfate 6-O-sulfotransferase 2	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_4424	chr5	133948374	133948423	+	12	NA	exon (NM_001033503, exon 5 of 8)	exon (NM_001033503, exon 5 of 8)	20135	NM_001033503	51128	Hs.432984	NM_016103	ENSG00000152700	SAR1B	ANDD|CMRD|GTBPB|SARA2	secretion associated, Ras related GTPase 1B	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_4737	chr6	56425080	56425129	+	12	NA	exon (NM_183380, exon 49 of 94)	exon (NM_183380, exon 49 of 94)	82590	NM_001723	667	Hs.604915	NM_001723	ENSG00000151914	DST	BP240|BPA|BPAG1|CATX-15|CATX15|D6S1101|DMH|DT|EBSB2|HSAN6|MACF2	dystonin	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_5188	chr7	154794607	154794656	+	12	NA	exon (NM_007349, exon 1 of 21)	promoter-TSS (NM_007349)	51	NM_007349	22976	Hs.443881	NM_007349	ENSG00000157212	PAXIP1	CAGF28|CAGF29|PACIP1|PAXIP1L|PTIP|TNRC2	PAX interacting (with transcription-activation domain) protein 1	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_3957	chr3	30718259	30718308	+	12	NA	intron (NM_003242, intron 5 of 6)	intron (NM_003242, intron 5 of 6)	70289	NM_001024847	7048	Hs.82028	NM_003242	ENSG00000163513	TGFBR2	AAT3|FAA3|LDS1B|LDS2|LDS2B|MFS2|RIIC|TAAD2|TGFR-2|TGFbeta-RII	transforming growth factor beta receptor II	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_4499	chr5	159822149	159822198	+	12	NA	exon (NM_022090, exon 2 of 2)	exon (NM_022090, exon 2 of 2)	4931	NM_022090	63920	Hs.529464	NM_022090	ENSG00000221886	ZBED8	Buster3|C5orf54	zinc finger, BED-type containing 8	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_5661	chr9	125610565	125610614	+	12	NA	Intergenic--8366	Intergenic	-19654	NM_005388	5082	Hs.271749	NM_005388	ENSG00000136940	PDCL	PhLP	phosducin like	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_2334	chr17	16256657	16256706	+	12	NA	exon (NM_181716, exon 1 of 5)	exon (NM_181716, exon 1 of 5)	131	NM_181716	201161	Hs.433422	NM_181716	ENSG00000166582	CENPV	3110013H01Rik|CENP-V|PRR6|p30	centromere protein V	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_1900	chr14	102452200	102452249	+	12	NA	exon (NM_001376, exon 8 of 78)	exon (NM_001376, exon 8 of 78)	21359	NM_001376	1778	Hs.614080	NM_001376	ENSG00000197102	DYNC1H1	CMT2O|DHC1|DHC1a|DNCH1|DNCL|DNECL|DYHC|Dnchc1|HL-3|SMALED1|p22	dynein, cytoplasmic 1, heavy chain 1	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_5577	chr8	61493623	61493672	+	12	NA	intron (NM_001242644, intron 2 of 6)	MER44B|DNA|TcMar-Tigger	64178	NM_002865	5862	Hs.369017	NM_002865	ENSG00000104388	RAB2A	LHX|RAB2	RAB2A, member RAS oncogene family	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_3446	chr20	47776833	47776882	+	12	NA	intron (NM_017454, intron 1 of 11)	intron (NM_017454, intron 1 of 11)	28047	NM_004602	6780	Hs.596704	NM_004602	ENSG00000124214	STAU1	PPP1R150|STAU	staufen double-stranded RNA binding protein 1	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_3344	chr2	131599921	131599970	+	12	NA	Intergenic--2374	Intergenic	-74279	NM_015320	50649	Hs.469935	NM_015320	ENSG00000136002	ARHGEF4	ASEF|ASEF1|GEF4|STM6	Rho guanine nucleotide exchange factor 4	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_4771	chr6	84044905	84044954	+	12	NA	intron (NM_002395, intron 5 of 13)	L1HS|LINE|L1	96009	NM_002395	4199	Hs.21160	NM_002395	ENSG00000065833	ME1	HUMNDME|MES	malic enzyme 1, NADP(+)-dependent, cytosolic	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_4300	chr5	64535047	64535096	+	12	NA	intron (NM_197941, intron 15 of 24)	L1PA5|LINE|L1	242633	NM_197941	11174	Hs.482291	NM_197941	ENSG00000049192	ADAMTS6	ADAM-TS 6|ADAM-TS6|ADAMTS-6	ADAM metallopeptidase with thrombospondin type 1 motif 6	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_1730	chr14	53511863	53511912	+	12	NA	3' UTR (NM_030637, exon 12 of 12)	3' UTR (NM_030637, exon 12 of 12)	-94072	NM_006832	10979	Hs.509343	NM_006832	ENSG00000073712	FERMT2	KIND2|MIG2|PLEKHC1|UNC112|UNC112B|mig-2	fermitin family member 2	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_3347	chr2	240899016	240899065	+	12	NA	3' UTR (NM_004544, exon 10 of 10)	3' UTR (NM_004544, exon 10 of 10)	-16529	NR_039949	100616417		NR_039949	ENSG00000264279	MIR4786	mir-4786	microRNA 4786	ncRNA
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_5211	chr8	17536374	17536423	+	12	NA	intron (NM_001001931, intron 4 of 11)	intron (NM_001001931, intron 4 of 11)	2768	NR_036103	100422850		NR_036103	ENSG00000265520	MIR548V	-	microRNA 548v	ncRNA
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_2466	chr17	30264092	30264196	+	12	NA	5' UTR (NM_015355, exon 1 of 16)	promoter-TSS (NM_015355)	100	NM_015355	23512	Hs.462732	NM_015355	ENSG00000178691	SUZ12	CHET9|JJAZ1	SUZ12 polycomb repressive complex 2 subunit	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_1759	chr14	32546407	32546456	+	12	NA	Intergenic	promoter-TSS (NM_001173)	-64	NM_001030055	394	Hs.592313	NM_001173	ENSG00000100852	ARHGAP5	GFI2|RhoGAP5|p190-B|p190BRhoGAP	Rho GTPase activating protein 5	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_5727	chr9	33036638	33036687	+	12	NA	exon (NM_001539, exon 7 of 9)	exon (NM_001539, exon 7 of 9)	11461	NM_001539	3301	Hs.445203	NM_001539		DNAJA1	DJ-2|DjA1|HDJ2|HSDJ|HSJ-2|HSJ2|HSPF4|NEDD7|hDJ-2	DnaJ (Hsp40) homolog, subfamily A, member 1	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_2920	chr19	17516607	17516656	+	12	NA	non-coding (NR_130765, exon 1 of 5)	promoter-TSS (NM_004335)	136	NM_001304547	93343	Hs.515243	NM_138401		MVB12A	CFBP|FAM125A	multivesicular body subunit 12A	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_2439	chr17	26395348	26395397	+	12	NA	intron (NM_016231, intron 1 of 10)	HY1|scRNA|scRNA	25684	NM_016231	51701	Hs.208759	NM_016231	ENSG00000087095	NLK	-	nemo-like kinase	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_5052	chr6	108993048	108993097	+	12	NA	intron (NM_001455, intron 2 of 2)	intron (NM_001455, intron 2 of 2)	-79785	NR_033376	387111	Hs.520310	NR_033376	ENSG00000203801	LINC00222	C6orf181|NCRNA00222|dJ354J5.2	long intergenic non-protein coding RNA 222	ncRNA
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_2070	chr15	91324297	91324346	+	12	NA	intron (NM_001287246, intron 13 of 22)	intron (NM_001287246, intron 13 of 22)	63763	NM_001287247	641	Hs.725208	NM_000057	ENSG00000197299	BLM	BS|RECQ2|RECQL2|RECQL3	Bloom syndrome, RecQ helicase-like	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_723	chr10	76409243	76409292	+	12	NA	intron (NM_001123, intron 9 of 10)	AluJb|SINE|Alu	-120185	NR_120673	102723439		NR_120673		LOC102723439	-	uncharacterized LOC102723439	ncRNA
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_4566	chr6	16747844	16747893	+	12	NA	intron (NM_001128164, intron 2 of 7)	intron (NM_001128164, intron 2 of 7)	13853	NM_000332	6310	Hs.434961	NM_000332	ENSG00000124788	ATXN1	ATX1|D6S504E|SCA1	ataxin 1	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_856	chr11	760139	760226	+	12	NA	exon (NM_006755, exon 4 of 8)	exon (NM_006755, exon 4 of 8)	12750	NM_006755	6888	Hs.438678	NM_006755	ENSG00000177156	TALDO1	TAL|TAL-H|TALDOR|TALH	transaldolase 1	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_2919	chr19	17516458	17516507	+	12	NA	Intergenic	promoter-TSS (NR_130766)	-13	NR_130766	105221694	Hs.729686	NR_130765		BISPR	lncBST2	BST2 interferon stimulated positive regulator (non-protein coding)	ncRNA
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_4113	chr3	140674446	140674495	+	12	NA	intron (NM_018155, intron 1 of 6)	intron (NM_018155, intron 1 of 6)	13808	NM_001104647	55186	Hs.144130	NM_018155	ENSG00000114120	SLC25A36	PNC2	solute carrier family 25 (pyrimidine nucleotide carrier), member 36	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_4483	chr5	43065054	43065103	+	12	NA	intron (NR_104651, intron 2 of 2)	TTS (NR_034127)	1995	NR_034127	100132356	Hs.726831	NM_175919		LOC100132356	-	uncharacterized LOC100132356	ncRNA
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_5689	chr8	145734491	145734540	+	12	NA	5' UTR (NM_138431, exon 1 of 5)	promoter-TSS (NM_138431)	96	NR_130120	113655	Hs.7678	NM_138431	ENSG00000167700	MFSD3	-	major facilitator superfamily domain containing 3	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_356	chr1	115313654	115313703	+	12	NA	non-coding (NR_049742, exon 4 of 4)	non-coding (NR_049742, exon 4 of 4)	9630	NM_025073	80143	Hs.709277	NM_025073	ENSG00000052723	SIKE1	SIKE	suppressor of IKBKE 1	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_2608	chr18	21852078	21852127	+	12	NA	5' UTR (NM_018030, exon 1 of 14)	promoter-TSS (NM_018030)	94	NM_018030	114876	Hs.370725	NM_018030	ENSG00000141447	OSBPL1A	ORP-1|ORP1|OSBPL1B	oxysterol binding protein-like 1A	protein-coding
