PeakID (cmd=annotatePeaks.pl 4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_merged.narrowPeak hg19 -ann /data_b/tools/homer2/data/genomes/hg19/annotations/custom/utr5plus_exons_utr3_introns_intergenic_sorted_table.file -annStats 4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_merged_annStats.tsv)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_803	chr17	7215171	7215310	+	35	NA	3' UTR (NM_001143762, exon 6 of 6)	TTS (NM_004489)	3418	NM_004489	2874	Hs.438219	NM_004489	ENSG00000132522	GPS2	AMF-1	G protein pathway suppressor 2	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_1868	chr7	128409489	128409540	+	35	NA	non-coding (NR_074086, exon 5 of 5)	non-coding (NR_074086, exon 5 of 5)	6330	NM_001708	611	Hs.656404	NM_001708	ENSG00000128617	OPN1SW	BCP|BOP|CBT	opsin 1 (cone pigments), short-wave-sensitive	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_2048	chrX	115579563	115579612	+	35	NA	intron (NM_007231, intron 7 of 13)	L3|LINE|CR1	11840	NM_007231	11254	Hs.522109	NM_007231	ENSG00000268104	SLC6A14	BMIQ11	solute carrier family 6 (amino acid transporter), member 14	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_265	chr10	95270387	95270437	+	35	NA	intron (NM_001127182, intron 4 of 8)	5S|rRNA|rRNA	14023	NM_018131	55165	Hs.14559	NM_018131	ENSG00000138180	CEP55	C10orf3|CT111|URCC6	centrosomal protein 55kDa	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_2057	chrX	128630741	128630790	+	35	NA	exon (NM_003069, exon 12 of 25)	exon (NM_003069, exon 12 of 25)	26717	NM_003069	6594	Hs.152292	NM_003069	ENSG00000102038	SMARCA1	ISWI|NURF140|SNF2L|SNF2L1|SNF2LB|SNF2LT|SWI|SWI2	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 1	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_456	chr12	26986070	26986119	+	35	NA	5' UTR (NM_002223, exon 1 of 57)	promoter-TSS (NM_002223)	37	NM_002223	3709	Hs.512235	NM_002223	ENSG00000123104	ITPR2	ANHD|CFAP48|INSP3R2|IP3R2	inositol 1,4,5-trisphosphate receptor, type 2	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_979	chr19	5333608	5333657	+	35	NA	intron (NM_002850, intron 1 of 37)	intron (NM_002850, intron 1 of 37)	7182	NM_130854	5802	Hs.744928	NM_002850	ENSG00000105426	PTPRS	PTPSIGMA	protein tyrosine phosphatase, receptor type, S	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_16	chr1	11313884	11313933	+	35	NA	exon (NM_004958, exon 6 of 58)	exon (NM_004958, exon 6 of 58)	8700	NM_004958	2475	Hs.338207	NM_004958	ENSG00000198793	MTOR	FRAP|FRAP1|FRAP2|RAFT1|RAPT1	mechanistic target of rapamycin (serine/threonine kinase)	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_847	chr17	15607388	15607437	+	35	NA	intron (NM_001288644, intron 2 of 3)	intron (NM_001288644, intron 2 of 3)	4521	NM_001288643	57335	Hs.585799	NM_020652	ENSG00000187607	ZNF286A	ZNF286	zinc finger protein 286A	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_1845	chr8	54755751	54755800	+	35	NA	5' UTR (NM_015941, exon 1 of 14)	promoter-TSS (NM_015941)	96	NM_213619	51606	Hs.491737	NM_015941	ENSG00000047249	ATP6V1H	CGI-11|MSTP042|NBP1|SFD|SFDalpha|SFDbeta|VMA13	ATPase, H+ transporting, lysosomal 50/57kDa, V1 subunit H	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_1819	chr7	151898313	151898362	+	35	NA	intron (NM_170606, intron 26 of 58)	intron (NM_170606, intron 26 of 58)	175578	NM_001304514	63917	Hs.647109	NM_022087	ENSG00000178234	GALNT11	GALNAC-T11|GALNACT11	polypeptide N-acetylgalactosaminyltransferase 11	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_1130	chr2	112098077	112098126	+	35	NA	Intergenic--2283	L1MDa|LINE|L1	-19433	NR_039634	100616499		NR_039634	ENSG00000265507	MIR4435-1	mir-4435-1	microRNA 4435-1	ncRNA
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_1160	chr2	171954553	171954602	+	35	NA	intron (NM_012290, intron 2 of 20)	L1MA9|LINE|L1	-31094	NM_001136555	9874	Hs.744917	NM_012290	ENSG00000198586	TLK1	PKU-beta	tousled-like kinase 1	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_1049	chr19	52531577	52531626	+	35	NA	5' UTR (NM_025040, exon 1 of 5)	promoter-TSS (NM_025040)	79	NM_025040	80110	Hs.292336	NM_025040	ENSG00000142556	ZNF614	-	zinc finger protein 614	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_1590	chr5	179050083	179050132	+	35	NA	5' UTR (NM_005520, exon 2 of 14)	exon (NM_005520, exon 2 of 14)	604	NM_001257293	3187	Hs.604001	NM_005520	ENSG00000169045	HNRNPH1	HNRPH|HNRPH1|hnRNPH	heterogeneous nuclear ribonucleoprotein H1 (H)	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_888	chr17	44618999	44619048	+	35	NA	intron (NM_001006607, intron 7 of 13)	MER2|DNA|TcMar-Tigger	28947	NM_001006607	474170	Hs.646568	NM_001006607	ENSG00000238083	LRRC37A2	LRRC37	leucine rich repeat containing 37, member A2	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_1993	chr9	131102388	131102437	+	35	NA	Intergenic	promoter-TSS (NM_005094)	-427	NM_005094	10999	Hs.656699	NM_005094	ENSG00000167114	SLC27A4	ACSVL4|FATP4|IPS	solute carrier family 27 (fatty acid transporter), member 4	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_503	chr12	75905358	75905407	+	35	NA	5' UTR (NM_007043, exon 1 of 10)	promoter-TSS (NM_007043)	36	NM_007043	11103	Hs.645517	NM_007043		KRR1	HRB2|RIP-1	KRR1, small subunit (SSU) processome component, homolog (yeast)	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_1402	chr3	179322379	179322428	+	35	NA	5' UTR (NM_177988, exon 1 of 6)	promoter-TSS (NM_177988)	31	NM_020409	57129	Hs.283734	NM_020409	ENSG00000136522	MRPL47	CGI-204|L47mt|MRP-L47|NCM1	mitochondrial ribosomal protein L47	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_1368	chr3	127831775	127831824	+	35	NA	exon (NM_003707, exon 3 of 11)	exon (NM_003707, exon 3 of 11)	10872	NM_003707	8607	Hs.272822	NM_003707	ENSG00000175792	RUVBL1	ECP54|INO80H|NMP238|PONTIN|Pontin52|RVB1|TIH1|TIP49|TIP49A	RuvB-like AAA ATPase 1	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_709	chr15	65477649	65477698	+	35	NA	Intergenic	promoter-TSS (NM_006660)	-110	NM_006660	10845	Hs.113823	NM_006660	ENSG00000166855	CLPX	-	caseinolytic mitochondrial matrix peptidase chaperone subunit	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_96	chr1	97144360	97144409	+	35	NA	Intergenic--751	Intergenic	-42777	NM_021190	58155	Hs.596061	NM_021190	ENSG00000117569	PTBP2	PTBLP|brPTB|nPTB	polypyrimidine tract binding protein 2	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_697	chr15	52472054	52472103	+	35	NA	5' UTR (NM_006578, exon 1 of 11)	promoter-TSS (NR_102751)	84	NM_006578	10681	Hs.155090	NM_006578	ENSG00000069966	GNB5	GB5	guanine nucleotide binding protein (G protein), beta 5	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_1185	chr2	224809951	224810000	+	35	NA	5' UTR (NM_020830, exon 1 of 12)	exon (NM_020830, exon 1 of 12)	129	NM_020830	57590	Hs.368359	NM_020830	ENSG00000085449	WDFY1	FENS-1|WDF1|ZFYVE17	WD repeat and FYVE domain containing 1	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_1743	chr7	6098736	6098785	+	35	NA	5' UTR (NM_001134335, exon 1 of 15)	promoter-TSS (NM_001134335)	100	NM_014413	27102	Hs.520205	NM_014413	ENSG00000086232	EIF2AK1	HCR|HRI	eukaryotic translation initiation factor 2-alpha kinase 1	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_99	chr1	109618525	109618585	+	35	NA	5' UTR (NM_005645, exon 1 of 4)	promoter-TSS (NM_005645)	69	NM_005645	6884	Hs.632426	NM_005645		TAF13	TAF(II)18|TAF2K|TAFII-18|TAFII18	TAF13 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 18kDa	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_157	chr1	171682563	171682612	+	35	NA	intron (NR_033704, intron 4 of 8)	5S|rRNA|rRNA	28792	NM_003762	8674	Hs.6651	NM_003762	ENSG00000117533	VAMP4	VAMP-4|VAMP24	vesicle associated membrane protein 4	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_2043	chrX	100912626	100912675	+	35	NA	5' UTR (NM_014782, exon 5 of 5)	5' UTR (NM_014782, exon 5 of 5)	2226	NM_001282231	9823	Hs.48924	NM_014782	ENSG00000184867	ARMCX2	ALEX2|GASP9	armadillo repeat containing, X-linked 2	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_299	chr11	910755	910804	+	35	NA	5' UTR (NM_001142674, exon 1 of 14)	promoter-TSS (NM_001142674)	95	NM_001142674	66005	Hs.144468	NM_023947	ENSG00000177830	CHID1	GL008|SI-CLP|SICLP	chitinase domain containing 1	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_414	chr11	115375083	115375132	+	35	NA	5' UTR (NM_001098517, exon 1 of 9)	exon (NM_001098517, exon 1 of 9)	134	NM_014333	23705	Hs.370510	NM_014333	ENSG00000182985	CADM1	BL2|IGSF4|IGSF4A|NECL2|Necl-2|RA175|ST17|SYNCAM|TSLC1|sTSLC-1|sgIGSF|synCAM1	cell adhesion molecule 1	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_1006	chr19	14606829	14606878	+	35	NA	5' UTR (NM_005716, exon 1 of 9)	5' UTR (NM_005716, exon 1 of 9)	108	NM_202470	10755	Hs.655012	NM_005716	ENSG00000123159	GIPC1	C19orf3|GIPC|GLUT1CBP|Hs.6454|IIP-1|NIP|RGS19IP1|SEMCAP|SYNECTIIN|SYNECTIN|TIP-2	GIPC PDZ domain containing family, member 1	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_1084	chr2	38003187	38003236	+	35	NA	Intergenic--1912	Intergenic	53643	NR_110011	101929559	Hs.468200	NR_110011	ENSG00000237803	LINC00211	NCRNA00211	long intergenic non-protein coding RNA 211	ncRNA
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_2056	chrX	128570516	128570565	+	35	NA	Intergenic--17291	5S|rRNA|rRNA	86942	NM_003069	6594	Hs.152292	NM_003069	ENSG00000102038	SMARCA1	ISWI|NURF140|SNF2L|SNF2L1|SNF2LB|SNF2LT|SWI|SWI2	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 1	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_978	chr19	5274286	5274335	+	35	NA	exon (NM_130853, exon 3 of 29)	exon (NM_130853, exon 3 of 29)	66504	NM_130854	5802	Hs.744928	NM_002850	ENSG00000105426	PTPRS	PTPSIGMA	protein tyrosine phosphatase, receptor type, S	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_1870	chr8	91997388	91997437	+	35	NA	5' UTR (NM_001190972, exon 1 of 6)	promoter-TSS (NM_001190972)	73	NM_001190972	100127983	Hs.733266	NM_001190972	ENSG00000253250	C8orf88	-	chromosome 8 open reading frame 88	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_35	chr1	27742495	27742544	+	35	NA	exon (NM_001201404, exon 5 of 8)	exon (NM_001201404, exon 5 of 8)	23371	NM_005281	2827	Hs.66542	NM_005281	ENSG00000181773	GPR3	ACCA	G protein-coupled receptor 3	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_1981	chr9	124921980	124922029	+	35	NA	5' UTR (NM_014222, exon 1 of 4)	promoter-TSS (NM_014222)	94	NM_014222	4702	Hs.495039	NM_014222	ENSG00000119421	NDUFA8	CI-19KD|CI-PGIV|PGIV	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 8, 19kDa	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_1824	chr8	11725547	11725611	+	35	NA	5' UTR (NM_001908, exon 1 of 10)	promoter-TSS (NM_001908)	67	NM_147782	1508	Hs.520898	NM_001908	ENSG00000164733	CTSB	APPS|CPSB	cathepsin B	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_722	chr15	72502083	72502168	+	35	NA	exon (NM_001206799, exon 5 of 11)	exon (NM_001206799, exon 5 of 11)	-11989	NM_001012642	196996	Hs.596332	NM_001012642	ENSG00000175318	GRAMD2	-	GRAM domain containing 2	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_1120	chr2	88316001	88316057	+	35	NA	Intergenic--2147	U2|snRNA|snRNA	-30720	NM_001024457	400966	Hs.728970	NM_001024457	ENSG00000187627	RGPD1	RGP1|RGPD2|RanBP2L2	RANBP2-like and GRIP domain containing 1	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_430	chr12	6711237	6711286	+	35	NA	exon (NM_001273, exon 4 of 40)	exon (NM_001273, exon 4 of 40)	4356	NM_001297553	1108	Hs.162233	NM_001273	ENSG00000111642	CHD4	CHD-4|Mi-2b|Mi2-BETA	chromodomain helicase DNA binding protein 4	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_1226	chr20	43976992	43977041	+	34	NA	5' UTR (NM_002999, exon 1 of 5)	promoter-TSS (NM_002999)	48	NM_002999	6385	Hs.632267	NM_002999	ENSG00000124145	SDC4	SYND4	syndecan 4	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_138	chr1	155145662	155145712	+	34	NA	intron (NM_173852, intron 1 of 4)	promoter-TSS (NM_001256599)	117	NM_173852	200185	Hs.516671	NM_173852	ENSG00000163463	KRTCAP2	KCP2	keratinocyte associated protein 2	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_602	chr14	20794632	20794681	+	34	NA	non-coding (NR_003693, exon 1 of 1)	promoter-TSS (NR_003693)	42	NR_003693	100113391		NR_003693		SNORD126	MIR1201|MIRN1201	small nucleolar RNA, C/D box 126	snoRNA
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_1336	chr22	29664251	29664306	+	34	NA	5' UTR (NM_005243, exon 1 of 17)	promoter-TSS (NM_012265)	280	NM_001163287	2130	Hs.374477	NM_005243	ENSG00000182944	EWSR1	EWS|EWS-FLI1|bK984G1.4	EWS RNA binding protein 1	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_4	chr1	1510192	1510241	+	34	NA	5' UTR (NM_014188, exon 1 of 5)	promoter-TSS (NM_014188)	46	NM_014188	29101	Hs.30026	NM_014188	ENSG00000160075	SSU72	HSPC182|PNAS-120	SSU72 homolog, RNA polymerase II CTD phosphatase	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_1388	chr3	150264177	150264226	+	34	NA	5' UTR (NM_014445, exon 1 of 3)	promoter-TSS (NM_032025)	227	NM_014445	27230	Hs.518326	NM_014445	ENSG00000120742	SERP1	RAMP4	stress-associated endoplasmic reticulum protein 1	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_1053	chr19	45912564	45912613	+	34	NA	exon (NM_001297590, exon 3 of 3)	exon (NM_001297590, exon 3 of 3)	-2981	NM_001142502	10848	Hs.466937	NM_006663	ENSG00000104881	PPP1R13L	IASPP|NKIP1|RAI|RAI4	protein phosphatase 1, regulatory subunit 13 like	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_2081	chrX	54556661	54556753	+	34	NA	5' UTR (NM_019067, exon 1 of 16)	promoter-TSS (NM_019067)	63	NM_019067	54552	Hs.654677	NM_019067		GNL3L	-	guanine nucleotide binding protein-like 3 (nucleolar)-like	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_121	chr1	144593755	144593855	+	34	NA	intron (NM_001278267, intron 52 of 130)	CpG	18914	NR_003242	767846	Hs.657186	NR_003242	ENSG00000270392	PFN1P2	C1orf152|COAS3	profilin 1 pseudogene 2	pseudo
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_1644	chr6	31236743	31236792	+	34	NA	3' UTR (NM_002117, exon 8 of 8)	3' UTR (NM_002117, exon 8 of 8)	3146	NM_001243042	3107	Hs.77961	NM_002117	ENSG00000204525	HLA-C	D6S204|HLA-JY3|HLC-C|PSORS1	major histocompatibility complex, class I, C	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_1918	chr8	38947642	38947691	+	34	NA	non-coding (NR_027878, exon 18 of 21)	non-coding (NR_027878, exon 18 of 21)	-17382	NM_145004	203102	Hs.521545	NM_145004	ENSG00000197140	ADAM32	-	ADAM metallopeptidase domain 32	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_1538	chr5	1801521	1801637	+	34	NA	5' UTR (NM_004553, exon 1 of 4)	promoter-TSS (NM_004553)	83	NM_004553	4726	Hs.408257	NM_004553		NDUFS6	CI-13kA|CI-13kD-A|CI13KDA	NADH dehydrogenase (ubiquinone) Fe-S protein 6, 13kDa (NADH-coenzyme Q reductase)	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_855	chr17	20946234	20946283	+	34	NA	5' UTR (NM_015276, exon 1 of 13)	promoter-TSS (NM_015276)	94	NM_015276	23326	Hs.462492	NM_015276	ENSG00000124422	USP22	USP3L	ubiquitin specific peptidase 22	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_342	chr11	61560380	61560432	+	34	NA	5' UTR (NM_004111, exon 1 of 2)	promoter-TSS (NM_014206)	297	NM_004111	2237	Hs.409065	NM_004111	ENSG00000168496	FEN1	FEN-1|MF1|RAD2	flap structure-specific endonuclease 1	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_343	chr11	61891510	61891559	+	34	NA	5' UTR (NM_001040694, exon 1 of 19)	promoter-TSS (NM_001040694)	89	NM_020238	3619	Hs.142179	NM_020238	ENSG00000149503	INCENP	-	inner centromere protein	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_1613	chr5	138661191	138661240	+	34	NA	exon (NM_001194956, exon 12 of 14)	exon (NM_001194956, exon 12 of 14)	-16306	NM_016480	51247	Hs.396644	NM_016480	ENSG00000120727	PAIP2	PAIP-2|PAIP2A	poly(A) binding protein interacting protein 2	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_718	chr15	69075269	69075318	+	34	NA	intron (NM_006305, intron 5 of 6)	intron (NM_006305, intron 5 of 6)	18971	NR_036197	100422971		NR_036197	ENSG00000265195	MIR4312	-	microRNA 4312	ncRNA
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_150	chr1	157977004	157977053	+	33	NA	intron (NM_001286349, intron 1 of 12)	intron (NM_001286349, intron 1 of 12)	13965	NM_001286349	55243	Hs.272234	NM_018240	ENSG00000183853	KIRREL	NEPH1	kin of IRRE like (Drosophila)	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_1476	chr3	193853941	193853990	+	33	NA	5' UTR (NM_005524, exon 1 of 4)	promoter-TSS (NM_005524)	34	NM_005524	3280	Hs.250666	NM_005524	ENSG00000114315	HES1	HES-1|HHL|HRY|bHLHb39	hes family bHLH transcription factor 1	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_1514	chr5	60458217	60458276	+	33	NA	5' UTR (NM_001048249, exon 1 of 3)	promoter-TSS (NM_001048249)	56	NM_001048249	643155	Hs.508479	NM_001048249	ENSG00000188725	SMIM15	C5orf43	small integral membrane protein 15	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_1908	chr8	144662776	144662833	+	33	NA	exon (NM_001289950, exon 6 of 8)	exon (NM_001289950, exon 6 of 8)	-2283	NM_145201	93100	Hs.493164	NM_145201	ENSG00000147813	NAPRT	NAPRT1|PP3856	nicotinate phosphoribosyltransferase	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_327	chr11	35208400	35208449	+	33	NA	exon (NM_001001391, exon 4 of 9)	exon (NM_001001391, exon 4 of 9)	48007	NM_001202556	960	Hs.502328	NM_000610	ENSG00000026508	CD44	CDW44|CSPG8|ECMR-III|HCELL|HUTCH-I|IN|LHR|MC56|MDU2|MDU3|MIC4|Pgp1	CD44 molecule (Indian blood group)	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_156	chr1	161184062	161184113	+	33	NA	3' UTR (NM_001166159, exon 13 of 13)	promoter-TSS (NM_004106)	-1000	NM_004106	2207	Hs.433300	NM_004106	ENSG00000158869	FCER1G	FCRG	Fc fragment of IgE, high affinity I, receptor for; gamma polypeptide	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_151	chr1	158012969	158013018	+	33	NA	intron (NM_001286349, intron 1 of 12)	intron (NM_001286349, intron 1 of 12)	49930	NM_001286349	55243	Hs.272234	NM_018240	ENSG00000183853	KIRREL	NEPH1	kin of IRRE like (Drosophila)	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_2027	chrX	53438751	53438800	+	33	NA	exon (NM_001281463, exon 8 of 26)	exon (NM_001281463, exon 8 of 26)	-6078	NR_106916	102465516		NR_106916	ENSG00000278204	MIR6857	hsa-mir-6857	microRNA 6857	ncRNA
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_478	chr12	52579185	52579234	+	33	NA	exon (NM_001081492, exon 2 of 9)	exon (NM_001081492, exon 2 of 9)	6575	NM_001081492	144501	Hs.140978	NM_182507	ENSG00000167767	KRT80	KB20	keratin 80, type II	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_428	chr12	6690223	6690272	+	33	NA	exon (NM_001273, exon 33 of 40)	TTS (NR_003012)	528	NR_003012	677780	Hs.689692	NR_003012	ENSG00000251898	SCARNA11	ACA57	small Cajal body-specific RNA 11	ncRNA
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_586	chr13	79980309	79980358	+	33	NA	5' UTR (NM_022118, exon 1 of 21)	promoter-TSS (NM_022118)	23	NM_001286631	64062	Hs.558528	NM_018605	ENSG00000139746	RBM26	ARRS2|C13orf10|PPP1R132|PRO1777|SE70-2|ZC3H17	RNA binding motif protein 26	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_470	chr12	49351187	49351256	+	33	NA	5' UTR (NM_001659, exon 1 of 5)	promoter-TSS (NM_001659)	31	NM_001659	377	Hs.119177	NM_001659	ENSG00000134287	ARF3	-	ADP-ribosylation factor 3	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_534	chr12	120907452	120907501	+	33	NA	5' UTR (NM_003769, exon 1 of 4)	promoter-TSS (NM_001037494)	82	NM_003769	8683	Hs.706889	NM_003769	ENSG00000111786	SRSF9	SFRS9|SRp30c	serine/arginine-rich splicing factor 9	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_773	chr16	70589060	70589110	+	33	NA	exon (NM_012426, exon 13 of 26)	exon (NM_012426, exon 13 of 26)	17177	NR_003079	692214		NR_003079	ENSG00000221066	SNORD111	HBII-82	small nucleolar RNA, C/D box 111	snoRNA
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_446	chr12	7080105	7080183	+	33	NA	exon (NM_006331, exon 1 of 7)	promoter-TSS (NM_001267700)	200	NM_006331	10436	Hs.558447	NM_006331		EMG1	C2F|Grcc2f|NEP1	EMG1 N1-specific pseudouridine methyltransferase	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_589	chr13	110959646	110959695	+	33	NA	5' UTR (NM_001846, exon 1 of 48)	promoter-TSS (NM_001845)	39	NM_001846	1284	Hs.508716	NM_001846	ENSG00000134871	COL4A2	ICH|POREN2	collagen, type IV, alpha 2	protein-coding
