PeakID (cmd=annotatePeaks.pl 4E1-PMA-01_S10a_sorted_merged.narrowPeak hg19 -ann /data_b/tools/homer2/data/genomes/hg19/annotations/custom/utr5_exons_utr3_introns_intergenic_sorted_table.file -annStats 4E1-PMA-01_S10a_sorted_merged_annStats.tsv)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
4E1-PMA-01_S10a_sorted_rstrand_peak_1233	chr13	77600959	77601008	+	24	NA	5' UTR (NM_012158, exon 1 of 5)	5' UTR (NM_012158, exon 1 of 5)	348	NM_012158	26224	Hs.508284	NM_012158	ENSG00000005812	FBXL3	FBL3|FBL3A|FBXL3A	F-box and leucine-rich repeat protein 3	protein-coding
4E1-PMA-01_S10a_sorted_rstrand_peak_1532	chr15	75215975	75216024	+	24	NA	exon (NM_004255, exon 4 of 5)	exon (NM_004255, exon 4 of 5)	14496	NM_004255	9377	Hs.401903	NM_004255		COX5A	COX|COX-VA|VA	cytochrome c oxidase subunit Va	protein-coding
4E1-PMA-01_S10a_sorted_rstrand_peak_1495	chr15	66648967	66649023	+	24	NA	5' UTR (NM_017858, exon 1 of 8)	promoter-TSS (NM_017858)	59	NM_001289986	54962	Hs.744308	NM_017858	ENSG00000075131	TIPIN	-	TIMELESS interacting protein	protein-coding
4E1-PMA-01_S10a_sorted_fstrand_peak_294	chr1	157963481	157963553	+	24	NA	exon (NM_001286349, exon 1 of 13)	exon (NM_001286349, exon 1 of 13)	454	NM_001286349	55243	Hs.272234	NM_018240	ENSG00000183853	KIRREL	NEPH1	kin of IRRE like (Drosophila)	protein-coding
4E1-PMA-01_S10a_sorted_rstrand_peak_4463	chrX	77041584	77041704	+	24	NA	5' UTR (NM_000489, exon 1 of 35)	5' UTR (NM_000489, exon 1 of 35)	111	NM_000489	546	Hs.533526	NM_000489	ENSG00000085224	ATRX	ATR2|JMS|MRX52|MRXHF1|RAD54|RAD54L|SFM1|SHS|XH2|XNP|ZNF-HX	alpha thalassemia/mental retardation syndrome X-linked	protein-coding
4E1-PMA-01_S10a_sorted_rstrand_peak_772	chr11	61178448	61178562	+	24	NA	exon (NM_001136040, exon 9 of 10)	exon (NM_001136040, exon 9 of 10)	18640	NM_016499	51259	Hs.26745	NM_016499	ENSG00000187049	TMEM216	HSPC244	transmembrane protein 216	protein-coding
4E1-PMA-01_S10a_sorted_rstrand_peak_1733	chr17	4448521	4448582	+	24	NA	intron (NM_001105538, intron 16 of 26)	intron (NM_001105538, intron 16 of 26)	10130	NM_001105538	10514	Hs.22824	NM_014520	ENSG00000132382	MYBBP1A	P160|PAP2	MYB binding protein (P160) 1a	protein-coding
4E1-PMA-01_S10a_sorted_fstrand_peak_1904	chr17	38599704	38599788	+	24	NA	5' UTR (NM_001552, exon 1 of 4)	promoter-TSS (NM_001552)	70	NM_001552	3487	Hs.462998	NM_001552	ENSG00000141753	IGFBP4	BP-4|HT29-IGFBP|IBP4|IGFBP-4	insulin like growth factor binding protein 4	protein-coding
4E1-PMA-01_S10a_sorted_rstrand_peak_341	chr1	159888564	159888613	+	24	NA	3' UTR (NM_001277223, exon 5 of 5)	3' UTR (NM_001277223, exon 5 of 5)	4919	NM_001277224	8407	Hs.517168	NM_003564	ENSG00000158710	TAGLN2	HA1756	transgelin 2	protein-coding
4E1-PMA-01_S10a_sorted_rstrand_peak_2920	chr3	142297586	142297635	+	24	NA	5' UTR (NM_001184, exon 1 of 47)	promoter-TSS (NM_001184)	58	NM_001184	545	Hs.271791	NM_001184	ENSG00000175054	ATR	FCTCS|FRP1|MEC1|SCKL|SCKL1	ATR serine/threonine kinase	protein-coding
4E1-PMA-01_S10a_sorted_fstrand_peak_3597	chr5	137514860	137514909	+	24	NA	5' UTR (NM_005733, exon 1 of 19)	promoter-TSS (NM_139199)	467	NM_005733	10112	Hs.718626	NM_005733	ENSG00000112984	KIF20A	MKLP2|RAB6KIFL	kinesin family member 20A	protein-coding
4E1-PMA-01_S10a_sorted_fstrand_peak_85	chr1	32495972	32496021	+	24	NA	non-coding (NR_073499, exon 2 of 11)	non-coding (NR_073499, exon 2 of 11)	16701	NR_073498	10657	Hs.445893	NM_006559	ENSG00000121774	KHDRBS1	Sam68|p62|p68	KH domain containing, RNA binding, signal transduction associated 1	protein-coding
4E1-PMA-01_S10a_sorted_rstrand_peak_3031	chr4	57898582	57898684	+	24	NA	exon (NM_001553, exon 4 of 5)	exon (NM_001553, exon 4 of 5)	53827	NM_001303269	5431	Hs.602757	NM_000938	ENSG00000047315	POLR2B	POL2RB|RPB2|hRPB140	polymerase (RNA) II (DNA directed) polypeptide B, 140kDa	protein-coding
4E1-PMA-01_S10a_sorted_rstrand_peak_3316	chr5	130840397	130840446	+	24	NA	exon (NM_001164386, exon 11 of 29)	exon (NM_001164386, exon 11 of 29)	130508	NM_001164386	51735	Hs.483329	NM_016340	ENSG00000158987	RAPGEF6	KIA001LB|PDZ-GEF2|PDZGEF2|RA-GEF-2|RAGEF2	Rap guanine nucleotide exchange factor 6	protein-coding
4E1-PMA-01_S10a_sorted_rstrand_peak_3129	chr4	187525578	187525627	+	24	NA	exon (NM_005245, exon 18 of 27)	exon (NM_005245, exon 18 of 27)	-49065	NM_005958	4543	Hs.243467	NM_005958	ENSG00000168412	MTNR1A	MEL-1A-R|MT1	melatonin receptor 1A	protein-coding
4E1-PMA-01_S10a_sorted_rstrand_peak_1895	chr17	57781860	57781918	+	24	NA	intron (NM_001015509, intron 1 of 2)	L2b|LINE|L2	-2974	NM_030938	81671	Hs.444569	NM_030938	ENSG00000062716	VMP1	EPG3|TANGO5|TMEM49	vacuole membrane protein 1	protein-coding
4E1-PMA-01_S10a_sorted_fstrand_peak_1211	chr12	124457820	124457869	+	24	NA	5' UTR (NM_001204299, exon 1 of 5)	promoter-TSS (NM_001304957)	82	NM_001204299	100533183	Hs.432901	NM_001204299	ENSG00000178882	ZNF664-FAM101A	-	filamin-interacting protein FAM101A	protein-coding
4E1-PMA-01_S10a_sorted_rstrand_peak_4117	chr8	128240829	128240929	+	24	NA	Intergenic--7702	Intergenic	-9366	NR_108049	100507056	Hs.343864	NR_108049		CCAT1	CARLo-5|onco-lncRNA-40	colon cancer associated transcript 1 (non-protein coding)	ncRNA
4E1-PMA-01_S10a_sorted_fstrand_peak_4658	chrX	77369528	77369577	+	24	NA	exon (NM_000291, exon 4 of 11)	exon (NM_000291, exon 4 of 11)	9886	NM_000291	5230	Hs.78771	NM_000291		PGK1	HEL-S-68p|MIG10|PGKA	phosphoglycerate kinase 1	protein-coding
4E1-PMA-01_S10a_sorted_fstrand_peak_960	chr12	6610806	6610855	+	24	NA	intron (NM_014865, intron 2 of 31)	L2a|LINE|L2	7532	NM_014865	9918	Hs.5719	NM_014865	ENSG00000010292	NCAPD2	CAP-D2|CNAP1|hCAP-D2	non-SMC condensin I complex subunit D2	protein-coding
4E1-PMA-01_S10a_sorted_fstrand_peak_1745	chr16	82660649	82660740	+	24	NA	5' UTR (NM_001257, exon 1 of 14)	exon (NM_001220488, exon 1 of 15)	295	NM_001257	1012	Hs.654386	NM_001257	ENSG00000140945	CDH13	CDHH|P105	cadherin 13	protein-coding
4E1-PMA-01_S10a_sorted_fstrand_peak_1902	chr17	38320398	38320447	+	24	NA	intron (NM_007359, intron 7 of 13)	intron (NM_007359, intron 7 of 13)	2236	NR_106926	102466986		NR_106926		MIR6866	hsa-mir-6866	microRNA 6866	ncRNA
4E1-PMA-01_S10a_sorted_fstrand_peak_4477	chr9	131346728	131346797	+	24	NA	exon (NM_001130438, exon 17 of 57)	exon (NM_001130438, exon 17 of 57)	31925	NM_003127	6709	Hs.372331	NM_003127	ENSG00000197694	SPTAN1	EIEE5|NEAS|SPTA2	spectrin, alpha, non-erythrocytic 1	protein-coding
4E1-PMA-01_S10a_sorted_rstrand_peak_2373	chr2	96920548	96920642	+	24	NA	exon (NM_001193304, exon 3 of 4)	exon (NM_001193304, exon 3 of 4)	11156	NM_017849	55654	Hs.164303	NM_017849		TMEM127	-	transmembrane protein 127	protein-coding
4E1-PMA-01_S10a_sorted_rstrand_peak_770	chr11	61100510	61100593	+	24	NA	5' UTR (NM_001923, exon 1 of 27)	promoter-TSS (NM_015533)	-103	NM_015533	26007	Hs.6278	NM_015533	ENSG00000149476	TKFC	DAK|NET45	triokinase/FMN cyclase	protein-coding
4E1-PMA-01_S10a_sorted_rstrand_peak_1791	chr17	26684481	26684530	+	24	NA	5' UTR (NM_015584, exon 1 of 11)	promoter-TSS (NM_152464)	-99	NM_152464	147007	Hs.594696	NM_152464	ENSG00000244045	TMEM199	C17orf32	transmembrane protein 199	protein-coding
4E1-PMA-01_S10a_sorted_fstrand_peak_3628	chr5	145860501	145860550	+	24	NA	intron (NM_001040006, intron 11 of 20)	intron (NM_001040006, intron 11 of 20)	33652	NM_001040006	10915	Hs.443465	NM_006706	ENSG00000113649	TCERG1	CA150|TAF2S|Urn1	transcription elongation regulator 1	protein-coding
4E1-PMA-01_S10a_sorted_fstrand_peak_3943	chr6	160198428	160198477	+	24	NA	exon (NM_005891, exon 7 of 9)	exon (NM_005891, exon 7 of 9)	2961	NR_002960	677806	Hs.689705	NR_002960	ENSG00000207392	SNORA20	ACA20	small nucleolar RNA, H/ACA box 20	snoRNA
4E1-PMA-01_S10a_sorted_fstrand_peak_1887	chr17	36863255	36863304	+	24	NA	exon (NM_005937, exon 2 of 20)	exon (NM_005937, exon 2 of 20)	1406	NM_005937	4302	Hs.91531	NM_005937	ENSG00000275023	MLLT6	AF17	myeloid/lymphoid or mixed-lineage leukemia; translocated to, 6	protein-coding
4E1-PMA-01_S10a_sorted_fstrand_peak_4230	chr8	38760903	38760952	+	24	NA	intron (NM_021623, intron 1 of 12)	intron (NM_021623, intron 1 of 12)	2174	NM_021623	59339	Hs.369123	NM_021623	ENSG00000169499	PLEKHA2	TAPP2	pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 2	protein-coding
4E1-PMA-01_S10a_sorted_rstrand_peak_3493	chr6	31239816	31239865	+	24	NA	exon (NM_002117, exon 1 of 8)	promoter-TSS (NM_002117)	73	NM_001243042	3107	Hs.77961	NM_002117	ENSG00000204525	HLA-C	D6S204|HLA-JY3|HLC-C|PSORS1	major histocompatibility complex, class I, C	protein-coding
4E1-PMA-01_S10a_sorted_fstrand_peak_653	chr11	308170	308249	+	24	NA	exon (NM_006435, exon 1 of 2)	exon (NM_006435, exon 1 of 2)	102	NM_006435	10581	Hs.709321	NM_006435	ENSG00000185201	IFITM2	1-8D|DSPA2c	interferon induced transmembrane protein 2	protein-coding
4E1-PMA-01_S10a_sorted_rstrand_peak_2279	chr2	27579578	27579627	+	24	NA	intron (NM_001521, intron 1 of 19)	CpG	299	NM_001035521	2976	Hs.75782	NM_001521	ENSG00000115207	GTF3C2	TFIIIC-BETA|TFIIIC110	general transcription factor IIIC subunit 2	protein-coding
4E1-PMA-01_S10a_sorted_rstrand_peak_3892	chr7	112427089	112427138	+	24	NA	intron (NM_022484, intron 1 of 4)	L2b|LINE|L2	3365	NR_109840	64418	Hs.606345	NM_022484	ENSG00000146802	TMEM168	-	transmembrane protein 168	protein-coding
4E1-PMA-01_S10a_sorted_rstrand_peak_4087	chr8	117878942	117878991	+	24	NA	exon (NM_006265, exon 2 of 14)	exon (NM_006265, exon 2 of 14)	-7697	NR_033886	644660	Hs.706174	NR_033886	ENSG00000253327	RAD21-AS1	C8orf81|NCRNA00255	RAD21 antisense RNA 1	ncRNA
4E1-PMA-01_S10a_sorted_rstrand_peak_31	chr1	8925363	8925435	+	24	NA	exon (NM_001428, exon 8 of 12)	exon (NM_001428, exon 8 of 12)	1250	NR_106786	102465436		NR_106786	ENSG00000274258	MIR6728	hsa-mir-6728	microRNA 6728	ncRNA
4E1-PMA-01_S10a_sorted_fstrand_peak_950	chr12	1890068	1890117	+	24	NA	exon (NM_024551, exon 6 of 8)	exon (NM_024551, exon 6 of 8)	-39341	NM_001163926	654429	Hs.585579	NM_001039029	ENSG00000166159	LRTM2	-	leucine-rich repeats and transmembrane domains 2	protein-coding
4E1-PMA-01_S10a_sorted_fstrand_peak_498	chr10	28900715	28900764	+	24	NA	exon (NM_100264, exon 10 of 14)	exon (NM_100264, exon 10 of 14)	65414	NR_049851	100847088		NR_049851	ENSG00000263629	MIR5586	-	microRNA 5586	ncRNA
4E1-PMA-01_S10a_sorted_fstrand_peak_4049	chr7	75933053	75933157	+	24	NA	intron (NM_001540, intron 1 of 2)	intron (NM_001540, intron 1 of 2)	1230	NM_001540	3315	Hs.520973	NM_001540	ENSG00000106211	HSPB1	CMT2F|HEL-S-102|HMN2B|HS.76067|HSP27|HSP28|Hsp25|SRP27	heat shock 27kDa protein 1	protein-coding
4E1-PMA-01_S10a_sorted_fstrand_peak_4266	chr8	67976660	67976709	+	24	NA	exon (NM_024790, exon 1 of 29)	promoter-TSS (NM_024790)	81	NM_024790	79848	Hs.370147	NM_024790	ENSG00000104218	CSPP1	CSPP|JBTS21	centrosome and spindle pole associated protein 1	protein-coding
4E1-PMA-01_S10a_sorted_fstrand_peak_161	chr1	70687188	70687264	+	24	NA	intron (NM_001190987, intron 1 of 12)	intron (NM_001190987, intron 1 of 12)	15861	NM_004768	9295	Hs.479693	NM_004768	ENSG00000116754	SRSF11	NET2|SFRS11|dJ677H15.2|p54	serine/arginine-rich splicing factor 11	protein-coding
4E1-PMA-01_S10a_sorted_rstrand_peak_3605	chr6	97730993	97731078	+	24	NA	5' UTR (NM_198468, exon 1 of 25)	promoter-TSS (NM_198468)	17	NM_198468	253714	Hs.444292	NM_198468	ENSG00000146263	MMS22L	C6orf167|dJ39B17.2	MMS22-like, DNA repair protein	protein-coding
4E1-PMA-01_S10a_sorted_fstrand_peak_745	chr11	57572216	57572265	+	24	NA	exon (NM_001085463, exon 7 of 19)	exon (NM_001085463, exon 7 of 19)	43006	NM_001206883	1500	Hs.166011	NM_001331	ENSG00000198561	CTNND1	CAS|CTNND|P120CAS|P120CTN|p120|p120(CAS)|p120(CTN)	catenin (cadherin-associated protein), delta 1	protein-coding
4E1-PMA-01_S10a_sorted_rstrand_peak_1157	chr12	122750912	122751029	+	24	NA	5' UTR (NM_022916, exon 1 of 13)	promoter-TSS (NM_022916)	98	NM_022916	65082	Hs.592009	NM_022916		VPS33A	-	vacuolar protein sorting 33 homolog A (S. cerevisiae)	protein-coding
4E1-PMA-01_S10a_sorted_fstrand_peak_3552	chr5	112197018	112197067	+	24	NA	5' UTR (NM_003135, exon 1 of 5)	5' UTR (NM_003135, exon 1 of 5)	157	NM_003135	6728	Hs.637001	NM_003135	ENSG00000153037	SRP19	-	signal recognition particle 19kDa	protein-coding
4E1-PMA-01_S10a_sorted_rstrand_peak_3402	chr5	179045137	179045257	+	24	NA	exon (NM_005520, exon 6 of 14)	exon (NM_005520, exon 6 of 14)	5514	NM_001257293	3187	Hs.604001	NM_005520	ENSG00000169045	HNRNPH1	HNRPH|HNRPH1|hnRNPH	heterogeneous nuclear ribonucleoprotein H1 (H)	protein-coding
4E1-PMA-01_S10a_sorted_fstrand_peak_3466	chr5	43636043	43636092	+	24	NA	intron (NM_012343, intron 7 of 21)	MLT1J1|LTR|ERVL-MaLR	-32735	NR_073113	100652772	Hs.482043	NR_073113		NNT-AS1	-	NNT antisense RNA 1	ncRNA
4E1-PMA-01_S10a_sorted_rstrand_peak_1555	chr16	241421	241470	+	24	NA	intron (NM_201412, intron 7 of 9)	intron (NM_201412, intron 7 of 9)	11112	NM_005331	3049	Hs.247921	NM_005331	ENSG00000086506	HBQ1	HBQ	hemoglobin, theta 1	protein-coding
4E1-PMA-01_S10a_sorted_fstrand_peak_93	chr1	33291807	33291934	+	24	NA	exon (NM_022753, exon 3 of 7)	exon (NM_022753, exon 3 of 7)	-8237	NM_003680	8565	Hs.213264	NM_003680	ENSG00000134684	YARS	CMTDIC|TYRRS|YRS|YTS	tyrosyl-tRNA synthetase	protein-coding
4E1-PMA-01_S10a_sorted_rstrand_peak_3884	chr7	107621054	107621127	+	24	NA	exon (NM_002291, exon 8 of 34)	exon (NM_002291, exon 8 of 34)	22714	NM_002291	3912	Hs.650585	NM_002291	ENSG00000091136	LAMB1	CLM|LIS5	laminin, beta 1	protein-coding
4E1-PMA-01_S10a_sorted_fstrand_peak_2267	chr19	34882900	34882949	+	24	NA	intron (NM_000175, intron 9 of 17)	intron (NM_000175, intron 9 of 17)	-12379	NM_032346	84306	Hs.515344	NM_032346	ENSG00000126249	PDCD2L	-	programmed cell death 2-like	protein-coding
4E1-PMA-01_S10a_sorted_fstrand_peak_640	chr10	124924781	124924830	+	24	NA	3' UTR (NM_004725, exon 8 of 8)	TTS (NM_004725)	11045	NM_001007793	9184	Hs.418533	NM_004725	ENSG00000154473	BUB3	BUB3L|hBUB3	BUB3 mitotic checkpoint protein	protein-coding
4E1-PMA-01_S10a_sorted_rstrand_peak_2832	chr3	55515330	55515411	+	24	NA	5' UTR (NM_001256105, exon 1 of 5)	promoter-TSS (NM_001256105)	56	NM_001256105	7474	Hs.643085	NM_003392	ENSG00000114251	WNT5A	hWNT5A	wingless-type MMTV integration site family, member 5A	protein-coding
4E1-PMA-01_S10a_sorted_rstrand_peak_3158	chr5	16465163	16465226	+	24	NA	exon (NM_033414, exon 1 of 6)	exon (NM_033414, exon 1 of 6)	700	NM_033414	90441	Hs.60300	NM_033414	ENSG00000173545	ZNF622	ZPR9	zinc finger protein 622	protein-coding
4E1-PMA-01_S10a_sorted_fstrand_peak_852	chr11	66423210	66423259	+	24	NA	intron (NM_001198844, intron 2 of 2)	L2a|LINE|L2	17146	NM_002896	5936	Hs.523822	NM_002896	ENSG00000173933	RBM4	LARK|RBM4A|ZCCHC21|ZCRB3A	RNA binding motif protein 4	protein-coding
4E1-PMA-01_S10a_sorted_fstrand_peak_141	chr1	51434502	51434576	+	24	NA	5' UTR (NM_001262, exon 1 of 3)	5' UTR (NM_001262, exon 1 of 3)	172	NM_001262	1031	Hs.525324	NM_001262	ENSG00000123080	CDKN2C	INK4C|p18|p18-INK4C	cyclin-dependent kinase inhibitor 2C (p18, inhibits CDK4)	protein-coding
4E1-PMA-01_S10a_sorted_rstrand_peak_1080	chr12	58220698	58220771	+	24	NA	intron (NM_005730, intron 4 of 7)	intron (NM_005730, intron 4 of 7)	-2259	NR_029847	407016		NR_029847	ENSG00000207789	MIR26A2	MIRN26A2|mir-26a-2	microRNA 26a-2	ncRNA
4E1-PMA-01_S10a_sorted_fstrand_peak_3415	chr5	10387069	10387166	+	24	NA	exon (NM_001270661, exon 2 of 23)	exon (NM_001270661, exon 2 of 23)	33366	NM_005885	10299	Hs.432862	NM_005885	ENSG00000145495	MARCH6	DOA10|MARCH-VI|RNF176|TEB4	membrane associated ring finger 6	protein-coding
4E1-PMA-01_S10a_sorted_rstrand_peak_68	chr1	21091880	21091959	+	23	NA	exon (NM_016287, exon 8 of 13)	exon (NM_016287, exon 8 of 13)	21262	NM_016287	50809	Hs.142442	NM_016287	ENSG00000127483	HP1BP3	HP1-BP74|HP1BP74	heterochromatin protein 1, binding protein 3	protein-coding
4E1-PMA-01_S10a_sorted_fstrand_peak_442	chr1	231664421	231664524	+	23	NA	5' UTR (NM_005999, exon 1 of 6)	promoter-TSS (NR_028400)	73	NM_005999	7257	Hs.13318	NM_005999	ENSG00000116918	TSNAX	TRAX	translin-associated factor X	protein-coding
4E1-PMA-01_S10a_sorted_fstrand_peak_1284	chr13	100215125	100215174	+	23	NA	3' UTR (NM_004800, exon 17 of 17)	3' UTR (NM_004800, exon 17 of 17)	-14217	NR_126390	104355149	Hs.639387	NR_126390		LINC01039	-	long intergenic non-protein coding RNA 1039	ncRNA
4E1-PMA-01_S10a_sorted_rstrand_peak_529	chr10	29839901	29840001	+	23	NA	exon (NM_003174, exon 8 of 36)	exon (NM_003174, exon 8 of 36)	-5925	NR_030335	693189		NR_030335	ENSG00000207612	MIR604	MIRN604|hsa-mir-604	microRNA 604	ncRNA
4E1-PMA-01_S10a_sorted_fstrand_peak_2064	chr18	8706633	8706709	+	23	NA	intron (NR_120598, intron 1 of 1)	CpG	948	NR_120598	100287082	Hs.439434	NR_120598	ENSG00000265962	GACAT2	MTCL1-AS1|MTCL1AS1	gastric cancer associated transcript 2 (non-protein coding)	ncRNA
4E1-PMA-01_S10a_sorted_fstrand_peak_861	chr11	68267520	68267569	+	23	NA	intron (NM_001164161, intron 1 of 23)	L1MC5|LINE|L1	39358	NM_001164163	55291	Hs.503022	NM_018312	ENSG00000110075	PPP6R3	C11orf23|PP6R3|SAP190|SAPL|SAPLa|SAPS3	protein phosphatase 6, regulatory subunit 3	protein-coding
4E1-PMA-01_S10a_sorted_rstrand_peak_2834	chr3	57557516	57557602	+	23	NA	3' UTR (NM_001660, exon 6 of 6)	3' UTR (NM_001660, exon 6 of 6)	15578	NM_177966	201626	Hs.572993	NM_177966		PDE12	2'-PDE	phosphodiesterase 12	protein-coding
4E1-PMA-01_S10a_sorted_rstrand_peak_3502	chr6	31746634	31746683	+	23	NA	intron (NM_006295, intron 29 of 29)	HY3|scRNA|scRNA	-1550	NM_025258	80737	Hs.558553	NM_025258	ENSG00000204396	VWA7	C6orf27|G7c|NG37	von Willebrand factor A domain containing 7	protein-coding
4E1-PMA-01_S10a_sorted_fstrand_peak_544	chr10	75860786	75860835	+	23	NA	exon (NM_014000, exon 14 of 22)	exon (NM_014000, exon 14 of 22)	50016	NM_012095	26985	Hs.500104	NM_012095	ENSG00000185009	AP3M1	-	adaptor-related protein complex 3, mu 1 subunit	protein-coding
4E1-PMA-01_S10a_sorted_rstrand_peak_218	chr1	94374962	94375011	+	23	NA	5' UTR (NM_002061, exon 1 of 7)	5' UTR (NM_002061, exon 1 of 7)	168	NM_001308253	2730	Hs.315562	NM_002061	ENSG00000023909	GCLM	GLCLR	glutamate-cysteine ligase, modifier subunit	protein-coding
4E1-PMA-01_S10a_sorted_fstrand_peak_1262	chr13	76395409	76395458	+	23	NA	exon (NM_005358, exon 13 of 30)	exon (NM_005358, exon 13 of 30)	-49741	NM_001257995	729420	Hs.586820	NM_001257995	ENSG00000178734	LMO7DN	C13orf45	LMO7 downstream neighbor	protein-coding
4E1-PMA-01_S10a_sorted_fstrand_peak_1146	chr12	96259824	96259873	+	23	NA	exon (NM_003095, exon 4 of 4)	TTS (NM_182496)	7139	NM_003095	6636	Hs.105465	NM_003095		SNRPF	SMF|Sm-F|snRNP-F	small nuclear ribonucleoprotein polypeptide F	protein-coding
4E1-PMA-01_S10a_sorted_fstrand_peak_1861	chr17	28804897	28804946	+	23	NA	intron (NM_001007024, intron 1 of 8)	intron (NM_001007024, intron 1 of 8)	495	NM_001007024	9527	Hs.462680	NM_004871	ENSG00000108587	GOSR1	GOLIM2|GOS-28|GOS28|GOS28/P28|GS28|P28	golgi SNAP receptor complex member 1	protein-coding
4E1-PMA-01_S10a_sorted_fstrand_peak_995	chr12	16055854	16055906	+	23	NA	exon (NM_007178, exon 10 of 10)	exon (NM_007178, exon 10 of 10)	-8226	NM_015954	51071	Hs.39429	NM_015954	ENSG00000023697	DERA	CGI-26|DEOC	deoxyribose-phosphate aldolase (putative)	protein-coding
4E1-PMA-01_S10a_sorted_rstrand_peak_2440	chr2	175422712	175422761	+	23	NA	non-coding (NR_125730, exon 1 of 1).8	promoter-TSS (NR_125730).8	64	NR_125730	103625684		NR_125730	ENSG00000207357	RNU6-2	U6-2	RNA, U6 small nuclear 2	snRNA
4E1-PMA-01_S10a_sorted_fstrand_peak_2775	chr20	30354367	30354435	+	23	NA	exon (NM_012112, exon 5 of 18)	exon (NM_012112, exon 5 of 18)	27497	NM_012112	22974	Hs.244580	NM_012112	ENSG00000088325	TPX2	C20orf1|C20orf2|DIL-2|DIL2|FLS353|GD:C20orf1|HCA519|HCTP4|REPP86|p100	TPX2, microtubule-associated	protein-coding
4E1-PMA-01_S10a_sorted_fstrand_peak_974	chr12	6948470	6948519	+	23	NA	exon (NM_014262, exon 15 of 15)	exon (NM_014262, exon 15 of 15)	-1524	NM_001297571	2784	Hs.631657	NM_002075	ENSG00000111664	GNB3	-	guanine nucleotide binding protein (G protein), beta polypeptide 3	protein-coding
4E1-PMA-01_S10a_sorted_rstrand_peak_1372	chr14	81669058	81669107	+	23	NA	non-coding (NR_003021, exon 1 of 1)	promoter-TSS (NR_003021)	96	NR_003021	677845	Hs.693251	NR_003021	ENSG00000221303	SNORA79	ACA65	small nucleolar RNA, H/ACA box 79	snoRNA
4E1-PMA-01_S10a_sorted_fstrand_peak_2912	chr21	42603767	42603816	+	23	NA	intron (NM_138991, intron 2 of 7)	intron (NM_138991, intron 2 of 7)	-46625	NM_182832	191585	Hs.472492	NM_182832		PLAC4	C21orf115|PRED78	placenta specific 4	protein-coding
4E1-PMA-01_S10a_sorted_rstrand_peak_779	chr11	61584190	61584321	+	23	NA	exon (NM_013402, exon 1 of 12)	exon (NM_013402, exon 1 of 12)	274	NM_013402	3992	Hs.503546	NM_013402	ENSG00000149485	FADS1	D5D|FADS6|FADSD5|LLCDL1|TU12	fatty acid desaturase 1	protein-coding
4E1-PMA-01_S10a_sorted_rstrand_peak_953	chr12	6696868	6696917	+	23	NA	exon (NM_001273, exon 24 of 40)	exon (NM_001273, exon 24 of 40)	-6117	NR_003012	677780	Hs.689692	NR_003012	ENSG00000251898	SCARNA11	ACA57	small Cajal body-specific RNA 11	ncRNA
4E1-PMA-01_S10a_sorted_rstrand_peak_2489	chr2	206932491	206932540	+	23	NA	intron (NM_017759, intron 1 of 10)	intron (NM_017759, intron 1 of 10)	18391	NM_017759	54891	Hs.445036	NM_017759	ENSG00000114933	INO80D	-	INO80 complex subunit D	protein-coding
4E1-PMA-01_S10a_sorted_fstrand_peak_3612	chr5	139903749	139903834	+	23	NA	exon (NM_017747, exon 25 of 34)	exon (NM_017747, exon 25 of 34)	-23460	NM_003732	8637	Hs.594084	NM_003732	ENSG00000243056	EIF4EBP3	4E-BP3|4EBP3	eukaryotic translation initiation factor 4E binding protein 3	protein-coding
4E1-PMA-01_S10a_sorted_fstrand_peak_2831	chr20	44519974	44520023	+	23	NA	5' UTR (NM_001127695, exon 1 of 15)	promoter-TSS (NM_080749)	-72	NM_001278535	140825	Hs.517094	NM_080749	ENSG00000124257	NEURL2	C20orf163|OZZ|OZZ-E3	neuralized E3 ubiquitin protein ligase 2	protein-coding
4E1-PMA-01_S10a_sorted_rstrand_peak_1416	chr15	34393958	34394058	+	23	NA	exon (NM_020154, exon 1 of 5)	promoter-TSS (NM_020154)	45	NM_020154	56851	Hs.160565	NM_020154	ENSG00000134153	EMC7	C11orf3|C15orf24|HT022|ORF1-FL1	ER membrane protein complex subunit 7	protein-coding
4E1-PMA-01_S10a_sorted_fstrand_peak_4342	chr8	145066150	145066199	+	23	NA	exon (NM_000837, exon 4 of 7)	exon (NM_000837, exon 4 of 7)	1948	NM_000837	2907	Hs.594634	NM_000837	ENSG00000178719	GRINA	HNRGW|LFG1|NMDARA1|TMBIM3	glutamate receptor, ionotropic, N-methyl D-aspartate-associated protein 1 (glutamate binding)	protein-coding
4E1-PMA-01_S10a_sorted_rstrand_peak_2484	chr2	202645584	202645633	+	23	NA	5' UTR (NM_020919, exon 1 of 34)	5' UTR (NM_020919, exon 1 of 34)	287	NM_001135745	57679	Hs.471096	NM_020919	ENSG00000003393	ALS2	ALS2CR6|ALSJ|IAHSP|PLSJ	ALS2, alsin Rho guanine nucleotide exchange factor	protein-coding
