PeakID (cmd=annotatePeaks.pl 4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_merged.narrowPeak hg19 -ann /data_b/tools/homer2/data/genomes/hg19/annotations/custom/utr5plus_exons_utr3_introns_intergenic_sorted_table.file -annStats 4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_merged_annStats.tsv)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_358	chr11	62439154	62439203	+	32	NA	5' UTR (NM_001085372, exon 1 of 2)	promoter-TSS (NM_001085372)	52	NM_001085372	790955	Hs.569009	NM_001085372	ENSG00000204922	UQCC3	C11orf83|CCDS41658.1|MC3DN9|UNQ655	ubiquinol-cytochrome c reductase complex assembly factor 3	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_1293	chr3	10028472	10028521	+	32	NA	5' UTR (NM_018447, exon 1 of 8)	promoter-TSS (NM_018447)	26	NM_018447	55831	Hs.475392	NM_018447	ENSG00000125037	EMC3	POB|TMEM111	ER membrane protein complex subunit 3	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_1938	chr9	14921772	14921821	+	32	NA	Intergenic--7869	Intergenic	-10803	NM_144966	158326	Hs.50850	NM_144966	ENSG00000164946	FREM1	BNAR|C9orf143|C9orf145|C9orf154|MOTA|TILRR|TRIGNO2	FRAS1 related extracellular matrix 1	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_1127	chr2	128785566	128785615	+	32	NA	Intergenic	promoter-TSS (NM_001145928)	-721	NM_024545	79595	Hs.32995	NM_024545	ENSG00000136715	SAP130	-	Sin3A associated protein 130kDa	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_1441	chr3	122103050	122103157	+	32	NA	5' UTR (NM_014367, exon 1 of 5)	promoter-TSS (NM_014367)	80	NM_014367	26355	Hs.584881	NM_014367		FAM162A	C3orf28|E2IG5|HGTD-P	family with sequence similarity 162, member A	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_58	chr1	43855408	43855471	+	32	NA	5' UTR (NM_201542, exon 1 of 7)	promoter-TSS (NM_201542)	44	NM_052877	112950	Hs.301756	NM_052877	ENSG00000159479	MED8	ARC32	mediator complex subunit 8	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_1816	chr7	102113952	102114001	+	32	NA	3' UTR (NM_006234, exon 4 of 4)	TTS (NM_152892)	2060	NR_039677	100616367		NR_039677	ENSG00000264471	MIR4467	-	microRNA 4467	ncRNA
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_1781	chr7	44887534	44887650	+	32	NA	5' UTR (NM_012412, exon 1 of 5)	5' UTR (NM_012412, exon 1 of 5)	133	NM_138635	94239	Hs.488189	NM_012412	ENSG00000105968	H2AFV	H2A.Z-2|H2AV	H2A histone family, member V	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_187	chr1	204475651	204475749	+	32	NA	Intergenic--1436	tRNA-Lys-AAA|tRNA|tRNA	-9807	NM_002393	4194	Hs.497492	NM_002393	ENSG00000198625	MDM4	HDMX|MDMX|MRP1	MDM4, p53 regulator	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_871	chr17	40306955	40307004	+	32	NA	5' UTR (NM_004583, exon 1 of 6)	promoter-TSS (NM_004583)	83	NM_004583	5878	Hs.650382	NM_004583	ENSG00000108774	RAB5C	L1880|RAB5CL|RAB5L|RABL	RAB5C, member RAS oncogene family	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_1310	chr20	43344011	43344060	+	32	NA	5' UTR (NM_003881, exon 1 of 4)	exon (NM_003881, exon 1 of 4)	150	NM_003881	8839	Hs.592145	NM_003881	ENSG00000064205	WISP2	CCN5|CT58|CTGF-L	WNT1 inducible signaling pathway protein 2	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_160	chr1	169075561	169075610	+	32	NA	Intergenic	promoter-TSS (NM_001677)	-362	NM_001677	481	Hs.291196	NM_001677	ENSG00000143153	ATP1B1	ATP1B	ATPase, Na+/K+ transporting, beta 1 polypeptide	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_151	chr1	161500922	161501037	+	32	NA	Intergenic--1175	Intergenic	6649	NM_002155	3310	Hs.654614	NM_002155	ENSG00000173110	HSPA6	-	heat shock 70kDa protein 6 (HSP70B')	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_82	chr1	75198675	75198724	+	32	NA	5' UTR (NM_001130042, exon 1 of 10)	promoter-TSS (NR_027962)	-137	NM_001162916	127253	Hs.348411	NM_138467	ENSG00000162623	TYW3	C1orf171	tRNA-yW synthesizing protein 3 homolog (S. cerevisiae)	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_1196	chr20	24973313	24973362	+	32	NA	5' UTR (NM_020531, exon 1 of 9)	promoter-TSS (NM_020531)	88	NM_020531	57136	Hs.472330	NM_020531	ENSG00000101474	APMAP	BSCv|C20orf3	adipocyte plasma membrane associated protein	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_558	chr12	117348780	117348829	+	32	NA	5' UTR (NM_012174, exon 1 of 11)	promoter-TSS (NM_012174)	43	NM_012174	26259	Hs.624537	NM_012174	ENSG00000174989	FBXW8	FBW6|FBW8|FBX29|FBXO29|FBXW6	F-box and WD repeat domain containing 8	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_525	chr12	70637225	70637274	+	32	NA	5' UTR (NM_001199302, exon 2 of 17)	promoter-TSS (NM_001199303)	-109	NR_120460	101928062	Hs.568059	NR_120459	ENSG00000257815	LINC01481	-	long intergenic non-protein coding RNA 1481	ncRNA
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_714	chr15	83680300	83680349	+	32	NA	5' UTR (NM_001160115, exon 1 of 5)	promoter-TSS (NM_001160115)	69	NM_144597	123207	Hs.352541	NM_144597	ENSG00000169609	C15orf40	-	chromosome 15 open reading frame 40	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_697	chr15	44046076	44046125	+	32	NA	exon (NM_005313, exon 2 of 13)	exon (NM_005313, exon 2 of 13)	7510	NM_005313	2923	Hs.591095	NM_005313	ENSG00000167004	PDIA3	ER60|ERp57|ERp60|ERp61|GRP57|GRP58|HEL-S-269|HEL-S-93n|HsT17083|P58|PI-PLC	protein disulfide isomerase family A member 3	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_134	chr1	153631185	153631234	+	32	NA	5' UTR (NM_012437, exon 1 of 4)	promoter-TSS (NR_052020)	79	NM_012437	23557	Hs.32018	NM_012437	ENSG00000143553	SNAPIN	BLOC1S7|BLOS7|SNAPAP	SNAP-associated protein	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_1883	chr8	82754645	82754782	+	32	NA	Intergenic	promoter-TSS (NM_152837)	-192	NM_152837	64089	Hs.492121	NM_022133	ENSG00000104497	SNX16	-	sorting nexin 16	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_513	chr12	99038485	99038537	+	32	NA	5' UTR (NM_201613, exon 1 of 2)	promoter-TSS (NM_001160)	318	NM_153687	121457	Hs.252543	NM_153687	ENSG00000166130	IKBIP	IKIP	IKBKB interacting protein	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_873	chr17	34901550	34901618	+	32	NA	5' UTR (NM_024835, exon 2 of 14)	exon (NM_024835, exon 2 of 14)	847	NM_024835	79893	Hs.514116	NM_024835	ENSG00000278311	GGNBP2	DIF-3|DIF3|LCRG1|LZK1|ZFP403|ZNF403	gametogenetin binding protein 2	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_1590	chr6	693070	693119	+	32	NA	5' UTR (NM_018303, exon 1 of 28)	promoter-TSS (NM_018303)	47	NM_018303	55770	Hs.484412	NM_018303	ENSG00000112685	EXOC2	SEC5|SEC5L1|Sec5p	exocyst complex component 2	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_1412	chr3	44690241	44690290	+	32	NA	5' UTR (NM_003420, exon 1 of 4)	promoter-TSS (NM_003420)	32	NM_003420	7584	Hs.288658	NM_003420	ENSG00000169981	ZNF35	HF.10|HF10|Zfp105	zinc finger protein 35	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_1429	chr4	77134675	77134726	+	32	NA	5' UTR (NM_001204255, exon 1 of 9)	promoter-TSS (NM_001242936)	352	NM_001204255	950	Hs.349656	NM_005506	ENSG00000138760	SCARB2	AMRF|CD36L2|EPM4|HLGP85|LGP85|LIMP-2|LIMPII|SR-BII	scavenger receptor class B, member 2	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_1510	chr5	74062914	74062963	+	32	NA	5' UTR (NM_170681, exon 1 of 15)	non-coding (NR_073403, exon 1 of 7)	122	NR_073403	10412	Hs.482526	NM_014886	ENSG00000164346	NSA2	CDK105|HCL-G1|HCLG1|HUSSY-29|HUSSY29|TINP1	NSA2 ribosome biogenesis homolog	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_1168	chr2	97001526	97001575	+	32	NA	5' UTR (NM_001281712, exon 1 of 17)	promoter-TSS (NM_001281712)	71	NM_001281710	23397	Hs.308045	NM_015341	ENSG00000121152	NCAPH	BRRN1|CAP-H	non-SMC condensin I complex subunit H	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_1817	chr6	144801065	144801114	+	32	NA	exon (NM_007124, exon 25 of 74)	exon (NM_007124, exon 25 of 74)	74298	NR_132778	106635530		NR_132778		SNORA98	-	small nucleolar RNA, H/ACA box 98	snoRNA
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_1353	chr3	128356845	128356894	+	32	NA	exon (NM_002950, exon 3 of 10)	exon (NM_002950, exon 3 of 10)	12850	NM_002950	6184	Hs.518244	NM_002950	ENSG00000163902	RPN1	OST1|RBPH1	ribophorin I	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_645	chr14	60558908	60558957	+	32	NA	5' UTR (NM_022495, exon 1 of 10)	5' UTR (NM_022495, exon 1 of 10)	303	NM_022495	64430	Hs.509499	NM_022495	ENSG00000126773	PCNXL4	C14orf135|FBP2	pecanex-like 4 (Drosophila)	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_1569	chr5	150537233	150537315	+	32	NA	5' UTR (NM_001155, exon 1 of 26)	5' UTR (NM_001155, exon 1 of 26)	169	NM_001155	309	Hs.412117	NM_001155	ENSG00000197043	ANXA6	ANX6|CBP68	annexin A6	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_1523	chr4	99916890	99916939	+	32	NA	5' UTR (NM_015143, exon 1 of 11)	exon (NM_015143, exon 1 of 11)	126	NM_015143	23173	Hs.480364	NM_015143	ENSG00000164024	METAP1	MAP1A|MetAP1A	methionyl aminopeptidase 1	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_1707	chr6	114292256	114292319	+	32	NA	5' UTR (NM_001527, exon 1 of 14)	promoter-TSS (NR_033441)	72	NR_033441	3066	Hs.3352	NM_001527	ENSG00000196591	HDAC2	HD2|RPD3|YAF1	histone deacetylase 2	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_1432	chr4	80273699	80273748	+	32	NA	Intergenic--4160	GA-rich|Low_complexity|Low_complexity	-26552	NM_032693	84779	Hs.676048	NM_032693		NAA11	ARD1B|ARD2|hARD2	N(alpha)-acetyltransferase 11, NatA catalytic subunit	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_1519	chr4	83956358	83956407	+	32	NA	5' UTR (NM_001258006, exon 1 of 9)	exon (NM_001258006, exon 1 of 9)	143	NM_016129	51138	Hs.190384	NM_016129	ENSG00000138663	COPS4	CSN4	COP9 signalosome subunit 4	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_1747	chr7	2595087	2595151	+	32	NA	5' UTR (NM_152743, exon 1 of 14)	CpG	273	NM_152743	221927	Hs.520623	NM_152743	ENSG00000106009	BRAT1	BAAT1|C7orf27|RMFSL	BRCA1-associated ATM activator 1	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_566	chr12	122207737	122207786	+	32	NA	intron (NM_001080825, intron 6 of 11)	L2a|LINE|L2	23833	NM_019034	54509	Hs.707579	NM_019034	ENSG00000139725	RHOF	ARHF|RIF	ras homolog family member F (in filopodia)	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_1765	chr7	27213866	27213915	+	32	NA	5' UTR (NM_018951, exon 1 of 2)	promoter-TSS (NM_018951)	65	NM_018951	3206	Hs.110637	NM_018951	ENSG00000253293	HOXA10	HOX1|HOX1.8|HOX1H|PL	homeobox A10	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_8	chr1	10231371	10231420	+	32	NA	intron (NM_006048, intron 24 of 26)	intron (NM_006048, intron 24 of 26)	-39369	NM_183416	23095	Hs.97858	NM_015074	ENSG00000054523	KIF1B	CMT2|CMT2A|CMT2A1|HMSNII|KLP|NBLST1	kinesin family member 1B	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_1660	chr6	41892162	41892211	+	32	NA	intron (NM_004053, intron 1 of 6)	5S|rRNA|rRNA	3221	NM_004053	705	Hs.106880	NM_004053	ENSG00000112578	BYSL	BYSTIN	bystin-like	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_979	chr18	48558885	48558934	+	32	NA	intron (NM_005359, intron 1 of 11)	intron (NM_005359, intron 1 of 11)	2326	NM_005359	4089	Hs.75862	NM_005359	ENSG00000141646	SMAD4	DPC4|JIP|MADH4|MYHRS	SMAD family member 4	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_525	chr12	120315048	120315097	+	32	NA	5' UTR (NM_001206999, exon 1 of 48)	promoter-TSS (NM_001206999)	23	NM_001206999	11113	Hs.119594	NM_007174	ENSG00000122966	CIT	CRIK|STK21	citron rho-interacting serine/threonine kinase	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_458	chr12	30848732	30848781	+	32	NA	5' UTR (NM_006390, exon 1 of 25)	5' UTR (NM_006390, exon 1 of 25)	173	NM_006390	10526	Hs.505136	NM_006390	ENSG00000133704	IPO8	RANBP8	importin 8	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_1541	chr5	115177211	115177260	+	32	NA	5' UTR (NM_004707, exon 1 of 4)	promoter-TSS (NM_001284)	313	NM_004707	9140	Hs.264482	NM_004707	ENSG00000145782	ATG12	APG12|APG12L|FBR93|HAPG12	autophagy related 12	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_835	chr17	18218194	18218275	+	32	NA	5' UTR (NM_004618, exon 1 of 19)	promoter-TSS (NM_144775)	87	NM_004618	7156	Hs.592115	NM_004618	ENSG00000177302	TOP3A	TOP3|ZGRF7	topoisomerase (DNA) III alpha	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_540	chr12	125473590	125473639	+	32	NA	5' UTR (NM_032656, exon 1 of 27)	promoter-TSS (NM_032656)	53	NM_032656	57647	Hs.107382	NM_032656	ENSG00000150990	DHX37	DDX37	DEAH (Asp-Glu-Ala-His) box polypeptide 37	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_1225	chr21	15755421	15755470	+	32	NA	5' UTR (NM_006948, exon 1 of 5)	promoter-TSS (NM_006948)	64	NM_006948	6782	Hs.352341	NM_006948	ENSG00000155304	HSPA13	STCH	heat shock protein 70kDa family, member 13	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_1565	chr5	148930895	148930944	+	31	NA	5' UTR (NM_001271741, exon 1 of 10)	5' UTR (NM_001271741, exon 1 of 10)	196	NM_001271741	1452	Hs.529862	NM_001892	ENSG00000113712	CSNK1A1	CK1|CK1a|CKIa|HEL-S-77p|HLCDGP1|PRO2975	casein kinase 1, alpha 1	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_1040	chr19	50432614	50432680	+	31	NA	5' UTR (NM_012068, exon 2 of 4)	promoter-TSS (NM_001290746)	126	NM_012346	23636	Hs.574492	NM_012346	ENSG00000213024	NUP62	IBSN|SNDI|p62	nucleoporin 62kDa	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_1616	chr6	26285576	26285625	+	31	NA	exon (NM_003543, exon 1 of 1)	exon (NM_003543, exon 1 of 1)	127	NM_003543	8365	Hs.591790	NM_003543	ENSG00000158406	HIST1H4H	H4/h|H4FH	histone cluster 1, H4h	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_872	chr17	34171670	34171807	+	31	NA	exon (NM_139215, exon 15 of 16)	exon (NM_139215, exon 15 of 16)	24157	NM_152781	256957	Hs.514820	NM_152781	ENSG00000270379	HEATR9	C17orf66	HEAT repeat containing 9	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_1508	chr4	53579438	53579489	+	31	NA	non-coding (NR_003016, exon 1 of 1)	promoter-TSS (NR_003016)	47	NR_003016	677810	Hs.635034	NR_003016	ENSG00000212588	SNORA26	HBI-6	small nucleolar RNA, H/ACA box 26	snoRNA
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_285	chr10	102106902	102106951	+	31	NA	5' UTR (NM_005063, exon 1 of 6)	5' UTR (NM_005063, exon 1 of 6)	154	NM_005063	6319	Hs.558396	NM_005063	ENSG00000099194	SCD	FADS5|MSTP008|SCD1|SCDOS|hSCD1	stearoyl-CoA desaturase (delta-9-desaturase)	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_1945	chr9	19378426	19378475	+	31	NA	exon (NM_001010, exon 4 of 6)	exon (NM_001010, exon 4 of 6)	1785	NM_001010	6194	Hs.408073	NM_001010	ENSG00000137154	RPS6	S6	ribosomal protein S6	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_761	chr16	58582468	58582517	+	31	NA	non-coding (NR_002978, exon 1 of 1)	promoter-TSS (NR_002978)	45	NR_002978	677827	Hs.688592	NR_002978	ENSG00000207493	SNORA46	ACA46	small nucleolar RNA, H/ACA box 46	snoRNA
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_653	chr14	70233834	70233883	+	31	NA	5' UTR (NM_001039465, exon 1 of 8)	promoter-TSS (NM_001039465)	24	NM_006925	6430	Hs.632326	NM_006925	ENSG00000100650	SRSF5	HRS|SFRS5|SRP40	serine/arginine-rich splicing factor 5	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_1479	chr5	6378578	6378627	+	31	NA	5' UTR (NM_032286, exon 1 of 4)	promoter-TSS (NM_032286)	37	NM_032286	84246	Hs.13885	NM_032286	ENSG00000133398	MED10	L6|NUT2|TRG20	mediator complex subunit 10	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_1752	chr6	31633913	31633980	+	31	NA	5' UTR (NM_001199237, exon 1 of 4)	promoter-TSS (NM_033177)	114	NM_001199237	7918	Hs.247478	NM_033177	ENSG00000204438	GPANK1	ANKRD59|BAT4|D6S54E|G5|GPATCH10	G-patch domain and ankyrin repeats 1	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_94	chr1	86047882	86047931	+	31	NA	exon (NM_001554, exon 3 of 5)	exon (NM_001554, exon 3 of 5)	1462	NM_001554	3491	Hs.8867	NM_001554	ENSG00000142871	CYR61	CCN1|GIG1|IGFBP10	cysteine-rich, angiogenic inducer, 61	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_1036	chr19	48887619	48887682	+	31	NA	exon (NM_006801, exon 4 of 5)	exon (NM_006801, exon 4 of 5)	7160	NM_006801	10945	Hs.515515	NM_006801	ENSG00000105438	KDELR1	ERD2|ERD2.1|HDEL|PM23	KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 1	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_1556	chr5	137878769	137878863	+	31	NA	5' UTR (NM_004730, exon 1 of 11)	5' UTR (NM_004730, exon 1 of 11)	173	NM_001256302	2107	Hs.483494	NM_004730	ENSG00000120705	ETF1	D5S1995|ERF|ERF1|RF1|SUP45L1|TB3-1	eukaryotic translation termination factor 1	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_1932	chr8	145514995	145515111	+	31	NA	5' UTR (NM_015201, exon 1 of 16)	promoter-TSS (NM_015201)	67	NM_015201	23246	Hs.535901	NM_015201	ENSG00000261236	BOP1	-	block of proliferation 1	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_2015	chr9	132579437	132579486	+	31	NA	intron (NM_000113, intron 4 of 4)	MIRb|SINE|MIR	6980	NM_000113	1861	Hs.534312	NM_000113	ENSG00000136827	TOR1A	DQ2|DYT1	torsin family 1, member A (torsin A)	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_795	chr16	88709931	88709980	+	30	NA	exon (NM_000101, exon 6 of 6)	exon (NM_000101, exon 6 of 6)	4954	NM_013278	27189	Hs.278911	NM_013278	ENSG00000124391	IL17C	CX2|IL-17C	interleukin 17C	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_869	chr17	40048600	40048649	+	30	NA	exon (NM_001303275, exon 15 of 28)	exon (NM_001303275, exon 15 of 28)	26648	NM_198830	47	Hs.387567	NM_001096	ENSG00000131473	ACLY	ACL|ATPCL|CLATP	ATP citrate lyase	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_1558	chr5	137902685	137902734	+	30	NA	exon (NM_004134, exon 8 of 17)	exon (NM_004134, exon 8 of 17)	-5910	NR_002913	26785		NR_002913	ENSG00000206989	SNORD63	RNU63|U63	small nucleolar RNA, C/D box 63	snoRNA
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_496	chr12	57505058	57505168	+	30	NA	5' UTR (NM_003153, exon 1 of 22)	promoter-TSS (NM_003153)	83	NM_003153	6778	Hs.524518	NM_003153	ENSG00000166888	STAT6	D12S1644|IL-4-STAT|STAT6B|STAT6C	signal transducer and activator of transcription 6, interleukin-4 induced	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_470	chr12	22778122	22778175	+	30	NA	exon (NM_001039481, exon 1 of 3)	promoter-TSS (NM_001039481)	72	NM_018638	55500	Hs.29464	NM_018638	ENSG00000139163	ETNK1	EKI|EKI 1|EKI1|Nbla10396	ethanolamine kinase 1	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_374	chr11	65769540	65769622	+	30	NA	5' UTR (NM_032325, exon 1 of 6)	promoter-TSS (NM_032325)	31	NM_003860	8815	Hs.433759	NM_003860	ENSG00000175334	BANF1	BAF|BCRP1|D14S1460|NGPS	barrier to autointegration factor 1	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_536	chr12	124870345	124870394	+	30	NA	exon (NM_001206654, exon 19 of 48)	exon (NM_001206654, exon 19 of 48)	-48581	NR_106940	102466204		NR_106940	ENSG00000275967	MIR6880	hsa-mir-6880	microRNA 6880	ncRNA
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_1683	chr6	86338680	86338729	+	30	NA	intron (NM_006372, intron 6 of 10)	intron (NM_006372, intron 6 of 10)	12465	NM_001159675	10492	Hs.571177	NM_006372	ENSG00000135316	SYNCRIP	GRY-RBP|GRYRBP|HNRNPQ|HNRPQ1|NSAP1|PP68|hnRNP-Q	synaptotagmin binding, cytoplasmic RNA interacting protein	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_677	chr15	48937857	48937906	+	30	NA	5' UTR (NM_000138, exon 1 of 66)	5' UTR (NM_000138, exon 1 of 66)	104	NM_000138	2200	Hs.591133	NM_000138	ENSG00000166147	FBN1	ACMICD|ECTOL1|FBN|GPHYSD2|MASS|MFS1|OCTD|SGS|SSKS|WMS|WMS2	fibrillin 1	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_1461	chr3	152072670	152072719	+	30	NA	intron (NM_001314057, intron 2 of 11)	U5|snRNA|snRNA	-13915	NR_132656	645843	Hs.632562	NM_001123228		TMEM14EP	TMEM14E	transmembrane protein 14E, pseudogene	pseudo
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_1505	chr4	48833104	48833153	+	30	NA	5' UTR (NM_017830, exon 1 of 9)	promoter-TSS (NM_001168254)	68	NM_017830	54940	Hs.518750	NM_017830	ENSG00000109180	OCIAD1	ASRIJ|OCIA|TPA018	OCIA domain containing 1	protein-coding
