PeakID (cmd=annotatePeaks.pl 4E1-PMA-01_S10b_sorted_merged.narrowPeak hg19 -ann /data_b/tools/homer2/data/genomes/hg19/annotations/custom/utr5_exons_utr3_introns_intergenic_sorted_table.file -annStats 4E1-PMA-01_S10b_sorted_merged_annStats.tsv)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
4E1-PMA-01_S10b_sorted_fstrand_peak_2252	chr19	17303820	17303869	+	11	NA	exon (NM_001130065, exon 21 of 40)	exon (NM_001130065, exon 21 of 40)	-22311	NM_018467	55850	Hs.16187	NM_018467	ENSG00000053501	USE1	D12|MDS032|P31|SLT1	unconventional SNARE in the ER 1 homolog (S. cerevisiae)	protein-coding
4E1-PMA-01_S10b_sorted_fstrand_peak_469	chr1	237066708	237066757	+	11	NA	3' UTR (NM_000254, exon 33 of 33)	3' UTR (NM_000254, exon 33 of 33)	100986	NM_001276687	645745	Hs.632513	NM_001039954	ENSG00000244020	MT1HL1	MT1P2	metallothionein 1H-like 1	protein-coding
4E1-PMA-01_S10b_sorted_rstrand_peak_3381	chr5	179706406	179706455	+	11	NA	intron (NM_139068, intron 2 of 11)	intron (NM_139068, intron 2 of 11)	1178	NM_001308244	5601	Hs.484371	NM_002752	ENSG00000050748	MAPK9	JNK-55|JNK2|JNK2A|JNK2ALPHA|JNK2B|JNK2BETA|PRKM9|SAPK|SAPK1a|p54a|p54aSAPK	mitogen-activated protein kinase 9	protein-coding
4E1-PMA-01_S10b_sorted_rstrand_peak_2441	chr2	160908652	160908701	+	11	NA	intron (NM_007366, intron 1 of 29)	intron (NM_007366, intron 1 of 29)	10450	NM_001195641	22925	Hs.410477	NM_007366	ENSG00000153246	PLA2R1	CLEC13C|PLA2-R|PLA2G1R|PLA2IR|PLA2R	phospholipase A2 receptor 1	protein-coding
4E1-PMA-01_S10b_sorted_rstrand_peak_2153	chr19	33931434	33931483	+	11	NA	intron (NM_001166056, intron 7 of 12)	L2a|LINE|L2	66028	NM_001252296	1054	Hs.429666	NM_001806	ENSG00000153879	CEBPG	GPE1BP|IG/EBP-1	CCAAT/enhancer binding protein (C/EBP), gamma	protein-coding
4E1-PMA-01_S10b_sorted_rstrand_peak_204	chr1	78181426	78181475	+	11	NA	exon (NM_201624, exon 18 of 24)	exon (NM_201624, exon 18 of 24)	-32338	NM_001308237	26009	Hs.480506	NM_015534	ENSG00000036549	ZZZ3	ATAC1	zinc finger, ZZ-type containing 3	protein-coding
4E1-PMA-01_S10b_sorted_fstrand_peak_3521	chr5	78610187	78610236	+	11	NA	exon (NM_152405, exon 9 of 11)	exon (NM_152405, exon 9 of 11)	78286	NM_152405	133746	Hs.482605	NM_152405	ENSG00000152409	JMY	WHAMM2|WHDC1L3	junction mediating and regulatory protein, p53 cofactor	protein-coding
4E1-PMA-01_S10b_sorted_rstrand_peak_68	chr1	21170489	21170538	+	11	NA	intron (NM_003760, intron 24 of 31)	L1PA12|LINE|L1	-57332	NM_016287	50809	Hs.142442	NM_016287	ENSG00000127483	HP1BP3	HP1-BP74|HP1BP74	heterochromatin protein 1, binding protein 3	protein-coding
4E1-PMA-01_S10b_sorted_fstrand_peak_122	chr1	44554462	44554511	+	11	NA	Intergenic--490	L2a|LINE|L2	-30036	NM_173484	128209	Hs.567674	NM_173484	ENSG00000171872	KLF17	ZNF393|Zfp393	Kruppel-like factor 17	protein-coding
4E1-PMA-01_S10b_sorted_rstrand_peak_1246	chr13	95241359	95241408	+	11	NA	intron (NR_130732, intron 3 of 10)	L1ME3B|LINE|L1	7146	NR_130732	23483	Hs.12393	NM_014305	ENSG00000088451	TGDS	CATMANS|SDR2E1|TDPGD	TDP-glucose 4,6-dehydratase	protein-coding
4E1-PMA-01_S10b_sorted_fstrand_peak_519	chr10	49514724	49514773	+	11	NA	5' UTR (NM_001278547, exon 1 of 12)	promoter-TSS (NM_001278547)	66	NM_001278547	5599	Hs.138211	NM_002750	ENSG00000107643	MAPK8	JNK|JNK-46|JNK1|JNK1A2|JNK21B1/2|PRKM8|SAPK1|SAPK1c	mitogen-activated protein kinase 8	protein-coding
4E1-PMA-01_S10b_sorted_rstrand_peak_1568	chr16	11980687	11980736	+	11	NA	exon (NM_001130007, exon 8 of 15)	exon (NM_001130007, exon 8 of 15)	29114	NM_002094	2935	Hs.528780	NM_002094	ENSG00000103342	GSPT1	551G9.2|ETF3A|GST1|eRF3a	G1 to S phase transition 1	protein-coding
4E1-PMA-01_S10b_sorted_rstrand_peak_1224	chr13	50698495	50698544	+	11	NA	intron (NR_109974, intron 2 of 6)	CpG	1158	NR_002612	8847	Hs.547964	NR_002612	ENSG00000231607	DLEU2	1B4|BCMSUN|DLB2|LEU2|LINC00022|MIR15AHG|NCRNA00022|RFP2OS|TRIM13OS	deleted in lymphocytic leukemia 2 (non-protein coding)	ncRNA
4E1-PMA-01_S10b_sorted_rstrand_peak_3793	chr7	48012669	48012718	+	11	NA	intron (NR_037917, intron 5 of 8)	THE1D|LTR|ERVL-MaLR	6529	NM_004507	3364	Hs.152983	NM_004507	ENSG00000136273	HUS1	hHUS1	HUS1 checkpoint clamp component	protein-coding
4E1-PMA-01_S10b_sorted_rstrand_peak_1431	chr15	45492576	45492625	+	11	NA	intron (NM_138356, intron 1 of 7)	intron (NM_138356, intron 1 of 7)	773	NM_138356	90525	Hs.310399	NM_138356	ENSG00000138606	SHF	-	Src homology 2 domain containing F	protein-coding
4E1-PMA-01_S10b_sorted_fstrand_peak_1959	chr17	45741594	45741643	+	11	NA	exon (NM_001276453, exon 7 of 21)	exon (NM_001276453, exon 7 of 21)	13056	NM_001276453	3837	Hs.532793	NM_002265		KPNB1	IMB1|IPO1|IPOB|Impnb|NTF97	karyopherin (importin) beta 1	protein-coding
4E1-PMA-01_S10b_sorted_fstrand_peak_902	chr11	102017370	102017419	+	11	NA	intron (NM_001282100, intron 2 of 7)	Kanga1c|DNA|TcMar-Tc2	34223	NM_001195045	10413	Hs.503692	NM_006106	ENSG00000137693	YAP1	COB1|YAP|YAP2|YAP65|YKI	Yes-associated protein 1	protein-coding
4E1-PMA-01_S10b_sorted_fstrand_peak_1336	chr13	111868246	111868295	+	11	NA	intron (NM_145735, intron 4 of 18)	HAL1|LINE|L1	29097	NM_001113513	8874	Hs.508738	NM_003899	ENSG00000102606	ARHGEF7	BETA-PIX|COOL-1|COOL1|Nbla10314|P50|P50BP|P85|P85COOL1|P85SPR|PAK3|PIXB	Rho guanine nucleotide exchange factor 7	protein-coding
4E1-PMA-01_S10b_sorted_rstrand_peak_2063	chr19	4400316	4400388	+	11	NA	exon (NM_001199944, exon 1 of 10)	promoter-TSS (NM_001199944)	63	NM_001199944	6455	Hs.97616	NM_003025	ENSG00000141985	SH3GL1	CNSA1|EEN|SH3D2B|SH3P8	SH3-domain GRB2-like 1	protein-coding
4E1-PMA-01_S10b_sorted_rstrand_peak_3069	chr4	79848406	79848455	+	11	NA	intron (NM_001040202, intron 3 of 5)	intron (NM_001040202, intron 3 of 5)	12152	NM_001040202	152559	Hs.657312	NM_177453	ENSG00000163291	PAQR3	RKTG	progestin and adipoQ receptor family member III	protein-coding
4E1-PMA-01_S10b_sorted_rstrand_peak_3719	chr7	1015121	1015176	+	11	NA	5' UTR (NM_001031617, exon 1 of 3)	promoter-TSS (NM_001031617)	87	NM_001031617	90639	Hs.121593	NM_001031617		COX19	-	COX19 cytochrome c oxidase assembly factor	protein-coding
4E1-PMA-01_S10b_sorted_fstrand_peak_3317	chr4	74124986	74125035	+	11	NA	Intergenic	promoter-TSS (NM_032217)	-508	NM_198889	26057	Hs.601206	NM_032217	ENSG00000132466	ANKRD17	GTAR|MASK2|NY-BR-16	ankyrin repeat domain 17	protein-coding
4E1-PMA-01_S10b_sorted_rstrand_peak_2268	chr2	26426939	26427037	+	11	NA	exon (NM_000182, exon 12 of 20)	exon (NM_000182, exon 12 of 20)	23403	NM_001191033	150946	Hs.187912	NM_001168241	ENSG00000157833	GAREM2	FAM59B|GAREML	GRB2 associated regulator of MAPK1 2	protein-coding
4E1-PMA-01_S10b_sorted_rstrand_peak_2310	chr2	55214645	55214767	+	11	NA	exon (NM_207520, exon 3 of 8)	exon (NM_207520, exon 3 of 8)	22764	NM_007008	57142	Hs.637850	NM_007008	ENSG00000115310	RTN4	ASY|NI220/250|NOGO|NOGO-A|NOGOC|NSP|NSP-CL|Nbla00271|Nbla10545|Nogo-B|Nogo-C|RTN-X|RTN4-A|RTN4-B1|RTN4-B2|RTN4-C	reticulon 4	protein-coding
4E1-PMA-01_S10b_sorted_rstrand_peak_3742	chr7	12394699	12394748	+	11	NA	intron (NM_001135924, intron 18 of 28)	intron (NM_001135924, intron 18 of 28)	49129	NM_001135924	221806	Hs.669526	NM_001135924	ENSG00000146530	VWDE	-	von Willebrand factor D and EGF domains	protein-coding
4E1-PMA-01_S10b_sorted_fstrand_peak_4647	chrX	96268094	96268143	+	11	NA	intron (NM_007309, intron 17 of 26)	intron (NM_007309, intron 17 of 26)	129211	NM_013347	29935	Hs.659349	NM_013347	ENSG00000204086	RPA4	HSU24186	replication protein A4	protein-coding
4E1-PMA-01_S10b_sorted_fstrand_peak_3337	chr4	99317127	99317176	+	11	NA	intron (NM_001100428, intron 5 of 13)	MSTB|LTR|ERVL-MaLR	134624	NM_001100427	5910	Hs.132858	NM_021159	ENSG00000138698	RAP1GDS1	GDS1|SmgGDS	RAP1, GTP-GDP dissociation stimulator 1	protein-coding
4E1-PMA-01_S10b_sorted_fstrand_peak_1424	chr14	67768741	67768790	+	11	NA	exon (NM_022474, exon 6 of 15)	exon (NM_022474, exon 6 of 15)	57955	NM_015994	51382	Hs.272630	NM_015994		ATP6V1D	ATP6M|VATD|VMA8	ATPase, H+ transporting, lysosomal 34kDa, V1 subunit D	protein-coding
4E1-PMA-01_S10b_sorted_rstrand_peak_2794	chr3	28390392	28390525	+	11	NA	5' UTR (NM_001271650, exon 1 of 9)	promoter-TSS (NM_001040432)	160	NM_001134433	64343	Hs.706676	NM_022461	ENSG00000163512	AZI2	AZ2|NAP1|TILP	5-azacytidine induced 2	protein-coding
4E1-PMA-01_S10b_sorted_fstrand_peak_4430	chr9	102622091	102622181	+	11	NA	intron (NM_006981, intron 7 of 7)	intron (NM_006981, intron 7 of 7)	37999	NM_173199	8013	Hs.279522	NM_006981	ENSG00000119508	NR4A3	CHN|CSMF|MINOR|NOR1|TEC	nuclear receptor subfamily 4, group A, member 3	protein-coding
4E1-PMA-01_S10b_sorted_fstrand_peak_4444	chr9	114393649	114393698	+	11	NA	5' UTR (NM_004125, exon 1 of 3)	promoter-TSS (NM_004125)	41	NM_004125	552891	Hs.534196	NM_004125	ENSG00000244115	DNAJC25-GNG10	-	DNAJC25-GNG10 readthrough	protein-coding
4E1-PMA-01_S10b_sorted_rstrand_peak_2866	chr3	60929687	60929736	+	11	NA	intron (NM_001166243, intron 3 of 9)	intron (NM_001166243, intron 3 of 9)	307422	NM_001166243	2272	Hs.655995	NM_002012	ENSG00000189283	FHIT	AP3Aase|FRA3B	fragile histidine triad	protein-coding
4E1-PMA-01_S10b_sorted_rstrand_peak_2517	chr2	230045677	230045726	+	11	NA	intron (NM_001100818, intron 1 of 2)	LSU-rRNA_Hsa|rRNA|rRNA	90356	NM_017933	55022	Hs.745038	NM_017933	ENSG00000153823	PID1	HMFN2073|NYGGF4|P-CLI1|PCLI1	phosphotyrosine interaction domain containing 1	protein-coding
4E1-PMA-01_S10b_sorted_rstrand_peak_2265	chr2	25612339	25612388	+	11	NA	intron (NM_001256303, intron 15 of 19)	intron (NM_001256303, intron 15 of 19)	-46904	NM_175630	1788	Hs.515840	NM_022552	ENSG00000119772	DNMT3A	DNMT3A2|M.HsaIIIA|TBRS	DNA (cytosine-5-)-methyltransferase 3 alpha	protein-coding
4E1-PMA-01_S10b_sorted_rstrand_peak_3768	chr7	29690765	29690814	+	11	NA	non-coding (NR_024278, exon 2 of 2)	non-coding (NR_024278, exon 2 of 2)	29655	NR_039600	100616354		NR_039600	ENSG00000212024	MIR550A3	mir-550a-3	microRNA 550a-3	ncRNA
4E1-PMA-01_S10b_sorted_fstrand_peak_3003	chr22	47238834	47238883	+	11	NA	intron (NM_001284304, intron 5 of 13)	intron (NM_001284304, intron 5 of 13)	69034	NM_001284305	25771	Hs.435044	NM_014346	ENSG00000054611	TBC1D22A	C22orf4|HSC79E021	TBC1 domain family, member 22A	protein-coding
4E1-PMA-01_S10b_sorted_rstrand_peak_1226	chr13	60239326	60239375	+	11	NA	Intergenic	TTS (NM_001258366)	-347502	NR_046539	100874195	Hs.664101	NR_046539	ENSG00000227528	DIAPH3-AS1	-	DIAPH3 antisense RNA 1	ncRNA
4E1-PMA-01_S10b_sorted_rstrand_peak_411	chr1	200589801	200589857	+	11	NA	5' UTR (NM_014875, exon 1 of 30)	promoter-TSS (NM_014875)	33	NM_014875	9928	Hs.3104	NM_014875	ENSG00000118193	KIF14	MKS12	kinesin family member 14	protein-coding
4E1-PMA-01_S10b_sorted_rstrand_peak_4490	chrX	129200597	129200646	+	11	NA	3' UTR (NM_001127197, exon 9 of 9)	3' UTR (NM_001127197, exon 9 of 9)	43854	NM_001421	2000	Hs.271940	NM_001421	ENSG00000102034	ELF4	ELFR|MEF	E74-like factor 4 (ets domain transcription factor)	protein-coding
4E1-PMA-01_S10b_sorted_fstrand_peak_4528	chr9	138392533	138392582	+	11	NA	exon (NM_016034, exon 1 of 4)	promoter-TSS (NM_144654)	80	NR_051968	51116	Hs.382044	NM_016034	ENSG00000122140	MRPS2	CGI-91|MRP-S2|S2mt	mitochondrial ribosomal protein S2	protein-coding
4E1-PMA-01_S10b_sorted_fstrand_peak_2133	chr18	59949587	59949636	+	11	NA	exon (NM_020854, exon 25 of 29)	exon (NM_020854, exon 25 of 29)	-42909	NM_001278268	8792	Hs.204044	NM_003839	ENSG00000141655	TNFRSF11A	CD265|FEO|LOH18CR1|ODFR|OFE|OPTB7|OSTS|PDB2|RANK|TRANCER	tumor necrosis factor receptor superfamily, member 11a, NFKB activator	protein-coding
4E1-PMA-01_S10b_sorted_fstrand_peak_4407	chr9	88645428	88645477	+	11	NA	intron (NM_177937, intron 9 of 9)	L1MC4a|LINE|L1	69058	NM_016548	51280	Hs.494337	NM_016548	ENSG00000135052	GOLM1	C9orf155|GOLPH2|GP73|HEL46|PSEC0257|bA379P1.3	golgi membrane protein 1	protein-coding
4E1-PMA-01_S10b_sorted_rstrand_peak_3933	chr7	154767883	154767932	+	11	NA	exon (NM_007349, exon 6 of 21)	exon (NM_007349, exon 6 of 21)	26775	NM_007349	22976	Hs.443881	NM_007349	ENSG00000157212	PAXIP1	CAGF28|CAGF29|PACIP1|PAXIP1L|PTIP|TNRC2	PAX interacting (with transcription-activation domain) protein 1	protein-coding
4E1-PMA-01_S10b_sorted_rstrand_peak_4394	chrX	48853718	48853767	+	11	NA	exon (NM_020137, exon 5 of 26)	exon (NM_020137, exon 5 of 26)	4933	NM_020137	56850	Hs.109929	NM_020137	ENSG00000068400	GRIPAP1	GRASP-1	GRIP1 associated protein 1	protein-coding
4E1-PMA-01_S10b_sorted_rstrand_peak_867	chr11	77511751	77511800	+	11	NA	intron (NM_016578, intron 1 of 15)	AluJr|SINE|Alu	20105	NM_016578	51773	Hs.420229	NM_016578	ENSG00000048649	RSF1	HBXAP|RSF-1|XAP8|p325	remodeling and spacing factor 1	protein-coding
4E1-PMA-01_S10b_sorted_rstrand_peak_1469	chr15	65282105	65282154	+	11	NA	5' UTR (NM_001127890, exon 1 of 8)	promoter-TSS (NM_001127889)	155	NM_001127890	51324	Hs.242458	NM_016630	ENSG00000090487	SPG21	ACP33|BM-019|GL010|MAST	spastic paraplegia 21 (autosomal recessive, Mast syndrome)	protein-coding
4E1-PMA-01_S10b_sorted_rstrand_peak_1075	chr12	76746948	76746997	+	11	NA	3' UTR (NM_020841, exon 24 of 24)	3' UTR (NM_020841, exon 24 of 24)	-4750	NM_024685	79738	Hs.96322	NM_024685	ENSG00000179941	BBS10	C12orf58	Bardet-Biedl syndrome 10	protein-coding
4E1-PMA-01_S10b_sorted_rstrand_peak_1992	chr18	21836885	21836934	+	11	NA	intron (NM_001242508, intron 3 of 15)	L1MA2|LINE|L1	15287	NM_018030	114876	Hs.370725	NM_018030	ENSG00000141447	OSBPL1A	ORP-1|ORP1|OSBPL1B	oxysterol binding protein-like 1A	protein-coding
4E1-PMA-01_S10b_sorted_rstrand_peak_2998	chr3	196817755	196817804	+	11	NA	intron (NM_001204386, intron 15 of 24)	intron (NM_001204386, intron 15 of 24)	-61092	NM_005929	4241	Hs.184727	NM_005929	ENSG00000163975	MFI2	CD228|MAP97|MTF1|MTf	antigen p97 (melanoma associated) identified by monoclonal antibodies 133.2 and 96.5	protein-coding
4E1-PMA-01_S10b_sorted_rstrand_peak_4230	chr9	38018876	38018925	+	11	NA	intron (NM_003028, intron 1 of 5)	intron (NM_003028, intron 1 of 5)	50310	NM_003028	6461	Hs.521482	NM_003028		SHB	bA3J10.2	Src homology 2 domain containing adaptor protein B	protein-coding
4E1-PMA-01_S10b_sorted_fstrand_peak_1574	chr15	71563761	71563810	+	11	NA	intron (NM_024817, intron 5 of 16)	L1ME2|LINE|L1	-82387	NR_120348	101929196	Hs.680472	NR_120348		THSD4-AS1	-	THSD4 antisense RNA 1	ncRNA
4E1-PMA-01_S10b_sorted_rstrand_peak_837	chr11	67120910	67120959	+	11	NA	5' UTR (NM_001256870, exon 1 of 3)	non-coding (NR_046412, exon 1 of 4)	133	NM_001256870	57804	Hs.523829	NM_021173	ENSG00000175482	POLD4	POLDS|p12	polymerase (DNA-directed), delta 4, accessory subunit	protein-coding
4E1-PMA-01_S10b_sorted_rstrand_peak_4485	chrX	122838008	122838057	+	11	NA	intron (NM_001081550, intron 3 of 38)	intron (NM_001081550, intron 3 of 38)	28872	NM_001081550	57187	Hs.149991	NM_020449	ENSG00000125676	THOC2	CXorf3|MRX12|MRX35|THO2|dJ506G2.1|hTREX120	THO complex 2	protein-coding
4E1-PMA-01_S10b_sorted_fstrand_peak_1450	chr14	76369653	76369702	+	11	NA	intron (NM_015072, intron 31 of 31)	L2b|LINE|L2	78688	NM_003239	7043	Hs.592317	NM_003239		TGFB3	ARVD|ARVD1|RNHF|TGF-beta3	transforming growth factor beta 3	protein-coding
4E1-PMA-01_S10b_sorted_rstrand_peak_2515	chr2	225905846	225905895	+	11	NA	intron (NM_014689, intron 1 of 55)	intron (NM_014689, intron 1 of 55)	1460	NM_014689	55619	Hs.46578	NM_014689	ENSG00000135905	DOCK10	DRIP2|Nbla10300|ZIZ3	dedicator of cytokinesis 10	protein-coding
4E1-PMA-01_S10b_sorted_rstrand_peak_3618	chr6	110934803	110934852	+	11	NA	3' UTR (NM_015076, exon 13 of 13)	3' UTR (NM_015076, exon 13 of 13)	-136983	NM_033125	85413	Hs.520319	NM_033125	ENSG00000004809	SLC22A16	CT2|FLIPT2|HEL-S-18|OAT6|OCT6|OKB1|dJ261K5.1	solute carrier family 22 (organic cation/carnitine transporter), member 16	protein-coding
4E1-PMA-01_S10b_sorted_fstrand_peak_3100	chr3	54197127	54197176	+	11	NA	intron (NM_018398, intron 2 of 37)	L2a|LINE|L2	40458	NM_018398	55799	Hs.656687	NM_018398	ENSG00000157445	CACNA2D3	HSA272268	calcium channel, voltage-dependent, alpha 2/delta subunit 3	protein-coding
4E1-PMA-01_S10b_sorted_rstrand_peak_970	chr12	26521944	26521993	+	11	NA	intron (NM_002223, intron 55 of 56)	L2a|LINE|L2	173462	NM_005086	8082	Hs.183428	NM_005086	ENSG00000123096	SSPN	DAGA5|KRAG|NSPN|SPN1|SPN2	sarcospan	protein-coding
4E1-PMA-01_S10b_sorted_fstrand_peak_2084	chr18	8726116	8726165	+	11	NA	intron (NM_015210, intron 4 of 16)	L1MEe|LINE|L1	8771	NM_015210	23255	Hs.707920	NM_015210	ENSG00000168502	MTCL1	CCDC165|KIAA0802|SOGA2	microtubule crosslinking factor 1	protein-coding
4E1-PMA-01_S10b_sorted_rstrand_peak_4433	chrX	76778792	76778841	+	11	NA	exon (NM_000489, exon 31 of 35)	exon (NM_000489, exon 31 of 35)	69169	NM_003868	8823	Hs.666364	NM_003868		FGF16	FGF-16|MF4	fibroblast growth factor 16	protein-coding
4E1-PMA-01_S10b_sorted_fstrand_peak_2653	chr2	189864069	189864118	+	11	NA	exon (NM_000090, exon 30 of 51)	exon (NM_000090, exon 30 of 51)	3737	NR_037401	100500837		NR_037401		MIR3606	mir-3606	microRNA 3606	ncRNA
4E1-PMA-01_S10b_sorted_rstrand_peak_3012	chr4	4445003	4445052	+	11	NA	intron (NM_016930, intron 5 of 10)	L1MC4a|LINE|L1	38400	NR_126434	104472519	Hs.691848	NR_126434	ENSG00000248221	STX18-IT1	-	STX18 intronic transcript 1	ncRNA
4E1-PMA-01_S10b_sorted_rstrand_peak_786	chr11	61567143	61567192	+	11	NA	3' UTR (NM_013402, exon 12 of 12)	TTS (NM_013402)	7058	NM_004111	2237	Hs.409065	NM_004111	ENSG00000168496	FEN1	FEN-1|MF1|RAD2	flap structure-specific endonuclease 1	protein-coding
4E1-PMA-01_S10b_sorted_fstrand_peak_2093	chr18	10551109	10551158	+	11	NA	3' UTR (NM_003826, exon 12 of 12)	3' UTR (NM_003826, exon 12 of 12)	25260	NM_003826	8774	Hs.464622	NM_003826	ENSG00000134265	NAPG	GAMMASNAP	N-ethylmaleimide-sensitive factor attachment protein, gamma	protein-coding
4E1-PMA-01_S10b_sorted_fstrand_peak_2945	chr22	31205685	31205734	+	11	NA	intron (NM_001282740, intron 1 of 12)	intron (NM_001282740, intron 1 of 12)	-12794	NM_001282741	23762	Hs.517546	NM_030758	ENSG00000184792	OSBP2	HLM|ORP-4|ORP4|OSBPL1|OSBPL4	oxysterol binding protein 2	protein-coding
4E1-PMA-01_S10b_sorted_fstrand_peak_159	chr1	64993351	64993400	+	11	NA	intron (NM_001293274, intron 1 of 25)	intron (NM_001293274, intron 1 of 25)	21778	NM_001293274	57685	Hs.443891	NM_020925	ENSG00000158966	CACHD1	-	cache domain containing 1	protein-coding
4E1-PMA-01_S10b_sorted_fstrand_peak_440	chr1	228284812	228284861	+	11	NA	exon (NM_001024227, exon 2 of 5)	promoter-TSS (NR_037415)	-128	NR_037415	100500810		NR_037415	ENSG00000264944	MIR3620	mir-3620	microRNA 3620	ncRNA
4E1-PMA-01_S10b_sorted_rstrand_peak_156	chr1	45980528	45980619	+	11	NA	exon (NM_001202431, exon 4 of 6)	exon (NM_001202431, exon 4 of 6)	7037	NM_002574	5052	Hs.180909	NM_002574	ENSG00000117450	PRDX1	MSP23|NKEF-A|NKEFA|PAG|PAGA|PAGB|PRX1|PRXI|TDPX2	peroxiredoxin 1	protein-coding
4E1-PMA-01_S10b_sorted_fstrand_peak_3092	chr3	52515261	52515384	+	11	NA	3' UTR (NM_001276294, exon 14 of 14)	3' UTR (NM_001276294, exon 14 of 14)	-14034	NM_015136	23166	Hs.301989	NM_015136	ENSG00000010327	STAB1	CLEVER-1|FEEL-1|FELE-1|FEX1|STAB-1	stabilin 1	protein-coding
4E1-PMA-01_S10b_sorted_rstrand_peak_4342	chr9	136913208	136913257	+	11	NA	exon (NM_007371, exon 6 of 12)	exon (NM_007371, exon 6 of 12)	19909	NM_007371	8019	Hs.522472	NM_007371	ENSG00000169925	BRD3	ORFX|RING3L	bromodomain containing 3	protein-coding
4E1-PMA-01_S10b_sorted_fstrand_peak_1193	chr12	110626906	110626955	+	11	NA	intron (NM_001143779, intron 12 of 18)	L2a|LINE|L2	64790	NM_014055	28981	Hs.528382	NM_014055	ENSG00000122970	IFT81	CDV-1|CDV-1R|CDV1|CDV1R|DV1	intraflagellar transport 81	protein-coding
4E1-PMA-01_S10b_sorted_rstrand_peak_1705	chr17	1586870	1586919	+	11	NA	exon (NM_006445, exon 3 of 43)	exon (NM_006445, exon 3 of 43)	1282	NM_006445	10594	Hs.181368	NM_006445	ENSG00000174231	PRPF8	HPRP8|PRP8|PRPC8|RP13|SNRNP220	pre-mRNA processing factor 8	protein-coding
4E1-PMA-01_S10b_sorted_rstrand_peak_2542	chr20	524319	524395	+	11	NA	5' UTR (NM_177560, exon 1 of 12)	5' UTR (NM_177560, exon 1 of 12)	125	NM_001895	1457	Hs.644056	NM_001895	ENSG00000101266	CSNK2A1	CK2A1|CKII|CSNK2A3	casein kinase 2, alpha 1 polypeptide	protein-coding
4E1-PMA-01_S10b_sorted_fstrand_peak_1616	chr15	99670254	99670303	+	11	NA	exon (NM_015286, exon 4 of 5)	exon (NM_015286, exon 4 of 5)	24992	NM_145728	23336	Hs.207106	NM_015286	ENSG00000182253	SYNM	DMN|SYN	synemin, intermediate filament protein	protein-coding
4E1-PMA-01_S10b_sorted_rstrand_peak_4332	chr9	132515297	132515346	+	11	NA	5' UTR (NM_004878, exon 1 of 3)	promoter-TSS (NM_004878)	23	NM_004878	9536	Hs.146688	NM_004878	ENSG00000148344	PTGES	MGST-IV|MGST1-L1|MGST1L1|MPGES|PGES|PIG12|PP102|PP1294|TP53I12|mPGES-1	prostaglandin E synthase	protein-coding
4E1-PMA-01_S10b_sorted_fstrand_peak_4658	chrX	102044417	102044466	+	11	NA	intron (NR_038988, intron 2 of 7)	MER4-int|LTR|ERV1	20346	NR_038988	100287765	Hs.687084	NR_038988	ENSG00000223546	LINC00630	LL0XNC01-157D4.1|LL0XNC01-237H1.2	long intergenic non-protein coding RNA 630	ncRNA
4E1-PMA-01_S10b_sorted_rstrand_peak_1510	chr15	77684469	77684518	+	11	NA	intron (NM_024776, intron 1 of 7)	L2b|LINE|L2	27953	NM_024776	79834	Hs.9587	NM_024776	ENSG00000173517	PEAK1	SGK269	pseudopodium-enriched atypical kinase 1	protein-coding
4E1-PMA-01_S10b_sorted_rstrand_peak_4050	chr8	81063413	81063462	+	11	NA	intron (NR_105035, intron 1 of 6)	THE1B|LTR|ERVL-MaLR	19998	NR_105037	7163	Hs.368433	NM_005079	ENSG00000076554	TPD52	D52|N8L|PC-1|PrLZ|hD52	tumor protein D52	protein-coding
4E1-PMA-01_S10b_sorted_rstrand_peak_3841	chr7	98030351	98030400	+	11	NA	5' UTR (NM_018842, exon 1 of 14)	promoter-TSS (NM_018842)	52	NM_018842	55971	Hs.656063	NM_018842	ENSG00000006453	BAIAP2L1	IRTKS	BAI1-associated protein 2-like 1	protein-coding
4E1-PMA-01_S10b_sorted_rstrand_peak_3393	chr6	1934618	1934667	+	11	NA	intron (NM_001253846, intron 6 of 10)	L1MB7|LINE|L1	241583	NM_001253846	2762	Hs.144496	NM_001500	ENSG00000112699	GMDS	GMD|SDR3E1	GDP-mannose 4,6-dehydratase	protein-coding
4E1-PMA-01_S10b_sorted_rstrand_peak_721	chr11	18300324	18300373	+	11	NA	3' UTR (NM_007216, exon 22 of 22)	3' UTR (NM_007216, exon 22 of 22)	12540	NM_000331	6288	Hs.632144	NM_000331	ENSG00000173432	SAA1	PIG4|SAA|SAA2|TP53I4	serum amyloid A1	protein-coding
4E1-PMA-01_S10b_sorted_rstrand_peak_2497	chr2	208770610	208770659	+	11	NA	intron (NM_001080475, intron 6 of 7)	intron (NM_001080475, intron 6 of 7)	119650	NM_001080475	389072	Hs.159188	NM_001080475	ENSG00000178385	PLEKHM3	DAPR|PLEKHM1L	pleckstrin homology domain containing, family M, member 3	protein-coding
